Omitted_Symbol,Remaining_Trades,Base_Net_Mean_Return,Base_Net_Return_PF
BERGEPAINT,1419,0.0053110157613036595,1.3145848548746921
BHARATFORG,1419,0.005376506574449338,1.3195882404436974
BHARTIARTL,1422,0.005357782060648162,1.3180258813806434
BHARTIHEXA,1423,0.005413034816233877,1.3223753302556331
BIOCON,1422,0.005392249163346669,1.320442764901479
BIRLACORPN,1422,0.005415746689536998,1.3229056087016688
BLS,1421,0.005366900033639851,1.3196395397722944
BLUEJET,1423,0.005405760989972436,1.321802731304616
BLUESTARCO,1422,0.005386139496999172,1.3199635173085682
BOSCHLTD,1421,0.005445981135852465,1.3245963945120514
BPCL,1421,0.005387329168596702,1.320540459496115
BRIGADE,1421,0.005325959595145687,1.3165476082710406
BRITANNIA,1419,0.005426693146741498,1.322455115384346
BSE,1422,0.005286535774811257,1.3137968622469989
BSOFT,1420,0.005341982750586593,1.3169936902310806
CAMPUS,1423,0.005384139593379516,1.3201036089754274
CAMS,1421,0.005367404688098608,1.3199297866326603
CANBK,1422,0.005380861957000233,1.3203381033827108
CANFINHOME,1421,0.0053413729459043414,1.3173771989687344
CANHLIFE,1423,0.005371542270362627,1.3191156579862742
CARBORUNIV,1420,0.005323345300463134,1.3157940971190518
CASTROLIND,1421,0.005412810372476418,1.3221766091973752
CDSL,1421,0.005511135276488188,1.3295296703312092
CEATLTD,1419,0.005259709634175539,1.3118334575819577
CELLO,1423,0.0053791218814600835,1.3197099152776544
CENTRALBK,1422,0.005395807859743028,1.320722072591602
CERA,1422,0.005354305014233229,1.3178194917331747
CESC,1422,0.005353686066260987,1.317782752374953
CGCL,1419,0.00540253270811006,1.3208802006865736
CGPOWER,1423,0.00534820567395477,1.3176806957763545
CHAMBLFERT,1415,0.0052949755720478,1.314773622380356
CHEMPLASTS,1423,0.00532072052620003,1.316048091984626
CHENNPETRO,1421,0.0053380012735575345,1.316772603242849
CHOICEIN,1422,0.0054308237517310416,1.3234766428146902
CHOLAFIN,1423,0.005369868875396903,1.318984532450036
CHOLAHLDNG,1421,0.005404894881151636,1.32126464193366
CIPLA,1422,0.005403648216439712,1.3213378476152187
CLEAN,1419,0.005444923075736893,1.3241558884433262
COALINDIA,1422,0.00538981706352401,1.3203468035724042
COCHINSHIP,1421,0.005410329463481269,1.322105584242516
COHANCE,1419,0.005291626483624396,1.3143209630350294
COLPAL,1422,0.005397311500948101,1.3208401228235382
CONCOR,1420,0.005322748624742938,1.3161320909260137
CONCORDBIO,1420,0.005310221285697497,1.3153590854120067
COROMANDEL,1417,0.005403661552257335,1.321445601784865
CRAFTSMAN,1422,0.005350344682309107,1.3176296459027697
CREDITACC,1422,0.005394334785848693,1.3207330316641217
CRISIL,1421,0.005419253072068521,1.3224524465043441
CROMPTON,1418,0.005426713986749377,1.3229754744114868
CUB,1418,0.005400407171972798,1.3214058179700834
CUMMINSIND,1420,0.0053301161241985995,1.315956095528116
CYIENT,1421,0.005398074766233887,1.3212616681225096
DABUR,1422,0.005390259287036986,1.3202866390469046
DALBHARAT,1420,0.005293594419571102,1.313773912421209
DATAPATTNS,1422,0.0052190105781214306,1.3097887185880002
DBREALTY,1423,0.005421323037849801,1.3230283878699098
DCMSHRIRAM,1423,0.005382717407641921,1.3199919992917566
DEEPAKNTR,1423,0.00533883027427781,1.3171238018059035
DELHIVERY,1418,0.005213986402796699,1.309733648065035
DELTACORP,1423,0.005340281404193359,1.3172099981845278
DEVYANI,1421,0.005431831477979996,1.3242801745403152
DIVISLAB,1420,0.005428047174735176,1.3226564516222055
DLF,1419,0.005377687658226694,1.3196650776361543
DMART,1422,0.005282350012373597,1.3135625190844384
DRREDDY,1422,0.00538282108419658,1.3197033638529037
EASEMYTRIP,1422,0.005390249327464179,1.3202858577108816
ECLERX,1423,0.005396003566619486,1.321035400752794
EICHERMOT,1423,0.005359630681664687,1.3183593354210883
EIDPARRY,1420,0.005338432386260925,1.31696367344786
EIHOTEL,1422,0.005365280620124383,1.3190068275185625
ELECON,1423,0.005325039602503535,1.316304642919436
ELGIEQUIP,1422,0.005349375967513827,1.3177335836571233
EMAMILTD,1417,0.005421124248428577,1.3233939612556118
EMCURE,1423,0.0053926790041885905,1.320774158299902
ENDURANCE,1419,0.005309389254977707,1.3147941490938144
ENGINERSIN,1423,0.005349351903531741,1.3177487812300057
EQUITASBNK,1423,0.0053991262685318744,1.3212808752476446
ERIS,1423,0.005358394289231067,1.3182858943396285
ESCORTS,1423,0.005369966799374462,1.3189922049557106
ETERNAL,1421,0.005291069814456544,1.3142096603836746
EXIDEIND,1419,0.0053386667701050316,1.3166148639335402
FACT,1415,0.005199490615455653,1.309203177662533
FINCABLES,1421,0.005428263724291375,1.322988473581296
FINPIPE,1423,0.005370713423513588,1.3190507071273962
FIVESTAR,1422,0.005465258308479567,1.3261967101910153
FLUOROCHEM,1421,0.005407785898233374,1.3214776567750435
FORCEMOT,1423,0.005348889635133755,1.3177213227223752
FORTIS,1420,0.005330985183329073,1.3161403387891086
FSL,1422,0.005495645711101458,1.3286063870089826
GAIL,1420,0.005221590412534075,1.309505927908742
GESHIP,1418,0.005458823796064058,1.325804717999364
GICRE,1420,0.005289840858175376,1.3135514228326044
GILLETTE,1421,0.005313004840901691,1.3158304450974478
GLAND,1417,0.005370368958537485,1.3189300410803069
GLAXO,1420,0.005343214647223929,1.3177444180173363
GLENMARK,1422,0.005313365356804894,1.3153894058338815
GMDCLTD,1421,0.005466720846181479,1.326008202228881
GMMPFAUDLR,1423,0.005340638648784371,1.3172312183314618
GMRAIRPORT,1420,0.005301426431284166,1.3142381491500847
GNFC,1423,0.0053675679319381405,1.3188308040487258
GOCOLORS,1423,0.005381925004620088,1.3199298216130968
GODFRYPHLP,1423,0.005385100606127305,1.3201790376090328
GODIGIT,1422,0.0053444144215952435,1.317726601711215
GODREJIND,1421,0.005359495607412913,1.318187085257253
GODREJPROP,1419,0.005606389370263651,1.3365112748966406
GPPL,1419,0.0051843544650526045,1.3075127368056272
GRANULES,1419,0.005282167286913988,1.3136765561408832
GRAPHITE,1415,0.005405014817853722,1.3228103179695674
GRASIM,1419,0.005401810691543799,1.320776152745096
GRAVITA,1423,0.005403709282884455,1.3216413096296522
GRSE,1422,0.005339435031759592,1.318185017121919
GSFC,1422,0.005314362224605362,1.3154485776623124
GVT&D,1422,0.005247535294701296,1.3114818815477394
HAL,1422,0.0053839083649507916,1.3205920836759306
HAPPSTMNDS,1421,0.00538985611965781,1.3200464356008828
HAVELLS,1420,0.005449638026059456,1.3249986797328817
HBLENGINE,1422,0.00546316104922937,1.3260307229949984
HCLTECH,1421,0.005403438560806413,1.321042495425755
HDBFS,1423,0.005298886910363967,1.314751186313273
HDFCAMC,1419,0.0052188049233240505,1.3091229744383652
HDFCBANK,1422,0.0053940295769337974,1.3205824875959828
HDFCLIFE,1422,0.005378229908650175,1.3193665040231417
HEG,1418,0.005569033853345959,1.3335810705283992
HEROMOTOCO,1420,0.005334718171281715,1.3168361270156577
HFCL,1423,0.005383214555879214,1.320031012132799
HINDCOPPER,1421,0.005355442412028032,1.318071580671861
HINDPETRO,1422,0.005417957330849191,1.3225758524727775
HINDUNILVR,1420,0.005362696837659929,1.3182360457775135
HINDZINC,1423,0.005336458354984457,1.3169829110067504
HOMEFIRST,1422,0.005380488058274983,1.3198723976351583
HONASA,1422,0.005320406317552588,1.3158073414128588
HONAUT,1418,0.005476514358777038,1.3261531376669125
HSCL,1420,0.005291706544686733,1.3137936948766789
HUDCO,1417,0.005481022612902349,1.3269588387918545
HYUNDAI,1423,0.005416373340720245,1.322638306574723
ICICIBANK,1420,0.005349386587800121,1.3175753641943697
ICICIGI,1419,0.005422145604254122,1.3221890523008035
ICICIPRULI,1421,0.005394375661155173,1.3205576247325104
IDBI,1421,0.005280733875759799,1.313232043867376
IDEA,1417,0.005233294428913567,1.311625881462765
IDFCFIRSTB,1422,0.005373071078814075,1.3191408468203063
IEX,1421,0.005393118762368876,1.3202904920183343
IFCI,1419,0.005449304349853617,1.3240274369959788
IGIL,1421,0.005309578657362239,1.3152359488373684
IGL,1421,0.005472472810536096,1.3264632039322517
IKS,1421,0.005365754865615667,1.3185310795055651
INDGN,1423,0.005348616827184646,1.3177051180690074
INDHOTEL,1419,0.005328211974506114,1.316396175402036
INDIACEM,1422,0.005278797994778756,1.3133375650439938
INDIAMART,1418,0.00531236297262587,1.3152421474642575
INDIANB,1422,0.00528701849263792,1.313825515290468
INDIGO,1422,0.005352565044440893,1.3178677354205788
INDUSINDBK,1419,0.005415366283779683,1.3224340756616322
INDUSTOWER,1417,0.005377206708763497,1.3190622493054305
INFY,1423,0.005367253262396694,1.318812112838073
INOXINDIA,1422,0.005359922883022369,1.3183768100847262
INOXWIND,1418,0.005371815669018474,1.3184993667240368
INTELLECT,1422,0.005445466394419767,1.32463193518273
IOB,1420,0.005356055798304633,1.3179029025161302
IOC,1421,0.005343200682395736,1.3170107717302955
IRB,1421,0.0053585875051040096,1.317955686582196
IRCON,1420,0.005207755159102552,1.3097330229169257
IRCTC,1421,0.0053824830514544305,1.3194511292398758
IREDA,1423,0.00532265715203006,1.3161631265735423
IRFC,1422,0.005439081575333731,1.324127930349878
ITC,1419,0.005442329522449607,1.3235036577075987
ITI,1419,0.005295404411994357,1.3137240655470928
J&KBANK,1423,0.005362047156432231,1.3185028727927377
JAMNAAUTO,1422,0.00532982330016506,1.3164589747975146
JBCHEPHARM,1418,0.005391039602113107,1.320545661206938
JBMA,1422,0.005274681749849643,1.313093234011723
JINDALSAW,1421,0.0054099177916944454,1.322755113281493
JINDALSTEL,1416,0.005320231525627863,1.3158072639443565
JIOFIN,1423,0.005381774666673818,1.3199180256703709
JKCEMENT,1418,0.005398999413768769,1.3202509578373547
JKLAKSHMI,1421,0.0053750900895534045,1.3193730210970083
JKTYRE,1422,0.005351752393300999,1.317667973901241
JMFINANCIL,1421,0.005406358984626782,1.3214619196932327
JSL,1421,0.005317423823530055,1.3154083450406315
JSWCEMENT,1422,0.00539415044574932,1.3206274127191386
JSWDULUX,1423,0.005327771413630104,1.3164669111103628
JSWENERGY,1422,0.005304142877579799,1.3148764582104207
JSWINFRA,1418,0.005278572227786282,1.312442802099463
JSWSTEEL,1420,0.005364482636121972,1.318331991357399
JUBLFOOD,1419,0.00533608341092858,1.3171041188417594
JUBLINGREA,1420,0.005368834358978532,1.3191058699356852
JUBLPHARMA,1423,0.005325382876050189,1.316325033193444
JUSTDIAL,1423,0.005423777623191326,1.3232219169471169
JWL,1420,0.005500742049861531,1.32839666864996
JYOTHYLAB,1421,0.005358470120508404,1.3178430474509786
KAJARIACER,1415,0.00529854396569856,1.3148482471389478
KALYANKJIL,1422,0.005373334001518651,1.3195871934783265
KANSAINER,1422,0.005373750520841565,1.3191501631744647
KARURVYSYA,1421,0.005297246322531923,1.3142114962642155
KAYNES,1423,0.005361624585587256,1.318477772299557
KEC,1420,0.005375528399811774,1.3192984184349121
KEI,1423,0.005350337553642813,1.3178073283450882
KFINTECH,1419,0.005253459234916846,1.3114149422339567
KIMS,1420,0.005410842663560722,1.3213794787392878
KIRLOSBROS,1423,0.005413338094700131,1.3223992152496895
KIRLOSENG,1422,0.005300688214707388,1.3146369192184668
KNRCON,1420,0.005360469228941717,1.318291767930381
KOTAKBANK,1423,0.00536367596368748,1.318599623114935
KPIL,1418,0.005429700791041969,1.3231112532832208
KPITTECH,1421,0.005559185820819414,1.3333605575661909
KPRMILL,1419,0.0053023461276839575,1.315615762000239
KRBL,1423,0.005360016833921234,1.3183822726686467
LALPATHLAB,1419,0.0052947519842660145,1.314636601042472
LATENTVIEW,1422,0.005392333761051874,1.3211742310512458
LAURUSLABS,1422,0.005412657553208068,1.3220461427303947
LEMONTREE,1423,0.005392546887697811,1.3207637787867412
LENSKART,1423,0.00535408488842416,1.3180299181243933
LGEINDIA,1422,0.00538038364875659,1.3195429462542514
LICHSGFIN,1421,0.005358172390247516,1.3181280358848404
LICI,1420,0.005382945866076485,1.3200808875403396
LINDEINDIA,1423,0.00538161130570681,1.3199052081434288
LLOYDSME,1422,0.005334326713384989,1.3166336247710946
LODHA,1419,0.005344468363728172,1.3170612006502078
LT,1423,0.00537762784235305,1.3195927371369411
LTF,1423,0.005374061423464119,1.3193131054482268
LTFOODS,1422,0.005424414663854552,1.3229716049178644
LTM,1421,0.005367391485262145,1.3188124352613257
LTTS,1421,0.00539546725176303,1.320397553005637
LUPIN,1419,0.005290505782653703,1.3135864928386756
LXCHEM,1422,0.005255812199809572,1.3119731800015337
M&MFIN,1422,0.005305040423944805,1.3148952565608623
MAHABANK,1421,0.005287557393389579,1.3136367876821236
MAHLIFE,1422,0.005283017190716017,1.3135880070163393
MAHSEAMLES,1423,0.0053383283196416905,1.3170939859559208
MANAPPURAM,1420,0.005265498751145374,1.3124310997740798
MANKIND,1422,0.005321031893374721,1.3158444741853295
MANYAVAR,1420,0.005372629029100932,1.3187133530659294
MAPMYINDIA,1422,0.0053789911198221015,1.3196551977547963
MARICO,1423,0.005386443300438964,1.3202844383653072
MAXHEALTH,1422,0.005346126326337655,1.3173340232320143
MAZDOCK,1419,0.005150714062530908,1.3055768342658514
MCX,1423,0.005348397647550569,1.3176920989102656
MEDANTA,1418,0.005499334175665286,1.3277618169635266
METROBRAND,1420,0.005356505980421532,1.3176900349000922
METROPOLIS,1422,0.005369593596577746,1.3188815979251636
MFSL,1421,0.005371220101145523,1.318971072046065
MGL,1419,0.005300455932843678,1.3142565347036133
MINDACORP,1422,0.005344495879201773,1.3172510992254827
MMTC,1423,0.005378721504456818,1.3196785114930154
MOTHERSON,1419,0.005443360466413118,1.324964311312976
MOTILALOFS,1421,0.005494930366264325,1.3282426734013497
MPHASIS,1421,0.005367003236880264,1.318497566651856
MRPL,1419,0.005226925235038551,1.309603960975979
MSUMI,1421,0.005388305845847931,1.3202345354683807
MUTHOOTFIN,1420,0.005329877416546084,1.3159906838570685
NAM-INDIA,1423,0.005349646200299259,1.3177662623082533
NATCOPHARM,1420,0.005437928267183425,1.3239321892071474
NATIONALUM,1422,0.005249734315349016,1.3116124104628295
NAUKRI,1420,0.005522655608556896,1.330190851644199
NAVINFLUOR,1421,0.005308404147894636,1.315035662308417
NBCC,1419,0.005248579249408468,1.3118689997002135
NCC,1421,0.00518926763761843,1.3078969185835094
NESTLEIND,1418,0.005407777805527935,1.3211016579159494
NETWEB,1423,0.005424424143441186,1.3232729005446746
NETWORK18,1423,0.005367179644834555,1.3188077399923397
NEWGEN,1423,0.005441494646311513,1.3246204770762475
NH,1423,0.005348981868262971,1.317726801323321
NHPC,1419,0.005263317539237694,1.3120091824045574
NIACL,1423,0.005290261829685268,1.3142388609095437
NLCINDIA,1422,0.005240347376099078,1.3110552228813572
NMDC,1420,0.005341420215905445,1.3176818574924702
NTPC,1421,0.0053640143582116195,1.3193159355679391
NUVOCO,1423,0.005350540965646961,1.3178194109146353
NYKAA,1422,0.005358828651881186,1.3182927258166546
OBEROIRLTY,1419,0.005421004068232971,1.3225908100953463
OFSS,1422,0.0054461337284712474,1.3246846353438892
OIL,1423,0.005394081820875301,1.3208843783315296
ONESOURCE,1422,0.0054565185822793,1.3255052802643343
ONGC,1421,0.005377728567245965,1.3192943410317142
PAGEIND,1418,0.0053283793456871615,1.3159526199476965
PATANJALI,1420,0.00537990310585113,1.3193099994765496
PAYTM,1423,0.00533136377879837,1.3166802957735024
PCBL,1420,0.005260624715414658,1.3121905423513112
PERSISTENT,1423,0.005470108539537552,1.32688547651225
PETRONET,1420,0.00549648973992245,1.3283932244594943
PFC,1422,0.005340082888152645,1.3169752983466791
PFIZER,1422,0.00535593680030622,1.3179827179454706
PHOENIXLTD,1422,0.005399190157371899,1.3209876449988835
PIDILITIND,1417,0.005406937834327618,1.3206113305163687
PIIND,1420,0.0054016293498968,1.3213323446816938
PNB,1423,0.005318645738614564,1.315924850657736
PNBHOUSING,1418,0.0052971479009865695,1.313787334806896
PNCINFRA,1421,0.005264137936611888,1.312247639036248
POLICYBZR,1423,0.0054095355708704785,1.3220998061400666
POLYCAB,1423,0.0053648561285517486,1.318669724307385
POONAWALLA,1417,0.0054155094998346994,1.3218222802101576
POWERGRID,1420,0.005414750808074418,1.3219983316598012
PPLPHARMA,1422,0.005392055228108632,1.3204275471032236
PRAJIND,1420,0.00537009888764482,1.3199778610797062
PREMIERENE,1422,0.005374077323537599,1.3193143019884734
PRESTIGE,1423,0.005437168945911688,1.324278738859635
PRINCEPIPE,1423,0.005336954168757954,1.317012362092618
PVRINOX,1420,0.005375014464018711,1.3197245044419703
QUESS,1421,0.0054103152495109,1.3218117849357178
RADICO,1420,0.005412638196513814,1.3227852245210434
RAILTEL,1422,0.005473255820843813,1.3268300533788624
RAIN,1423,0.005200309421719105,1.3088957336456446
RAINBOW,1423,0.005316938904434382,1.3158234655758991
RAJESHEXPO,1423,0.005331982992833026,1.3167170767720946
RALLIS,1423,0.005340210848091488,1.3172058071879769
RAMCOCEM,1417,0.0054454555682268545,1.3236422479416183
RATNAMANI,1423,0.005380808006920578,1.3198421838335035
RAYMOND,1421,0.005324735714214004,1.3159927662682582
RBA,1422,0.005301174738290824,1.3146657981630905
RBLBANK,1421,0.005337294304805069,1.3170827582045914
RCF,1421,0.005395987572097666,1.320998439593328
REDINGTON,1421,0.0054311411319387225,1.323370925124834
RELIANCE,1419,0.0053507352719504905,1.3175405040159802
RENUKA,1423,0.005344281260819199,1.3174475876329088
RHIM,1423,0.005356178545584315,1.318154280294419
RITES,1420,0.005344882944556202,1.317624607071769
ROUTE,1420,0.005414187900205286,1.3216828902428912
RRKABEL,1418,0.0054115240630693865,1.3230058361388302
RVNL,1422,0.005429225887391435,1.3233506945835283
SAGILITY,1423,0.005305486956215311,1.315143225678629
SAIL,1423,0.00528931308146604,1.3141825057480605
SAILIFE,1421,0.005291321379790252,1.3138923421019335
SAMMAANCAP,1422,0.005328133907577438,1.3165853036343416
SAPPHIRE,1422,0.005399768755263917,1.3211203064578716
SARDAEN,1422,0.005206857610872725,1.3090673458115583
SAREGAMA,1420,0.0053777849803407435,1.319758921420725
SBFC,1422,0.005395254953154587,1.320682746010307
SBICARD,1420,0.00544716062359886,1.3246814752950942
SBILIFE,1418,0.005396077794041011,1.3203447499192489
SBIN,1422,0.005387093400903861,1.3200383194498642
SCHAEFFLER,1416,0.0053604238742721196,1.3187787934023223
SCI,1423,0.005374971263345501,1.3193844318708232
SHREECEM,1423,0.0053605981724718305,1.318416803882757
SHRIRAMFIN,1422,0.005404300664088563,1.3213891161856723
SHYAMMETL,1421,0.005299011078670869,1.3143161745504792
SIEMENS,1419,0.005279678721555712,1.3131776737327467
SIGNATURE,1421,0.00538714246786706,1.3204908812047607
SKFINDIA,1421,0.00532759900534058,1.3160118961890546
SOBHA,1422,0.005377989267136223,1.3200276402886906
SOLARINDS,1421,0.005295455654863299,1.3151497121688414
SONACOMS,1420,0.005370753976556474,1.3195467049290421
SONATSOFTW,1419,0.0054651093387860505,1.326527351178276
SPARC,1422,0.005369650228240631,1.3189863583263763
SRF,1419,0.005362365353172537,1.3179250195158831
STARHEALTH,1418,0.0054262492688030625,1.322775237418729
SUMICHEM,1423,0.005445050010508996,1.3249014894144182
SUNDARMFIN,1421,0.005358945678954845,1.3185438474740587
SUNPHARMA,1421,0.005394219561145191,1.3204934978949665
SUNTECK,1423,0.005445468743515487,1.3249345934899452
SUNTV,1422,0.005417626765085995,1.322437136738476
SUPRAJIT,1423,0.005369406490628016,1.3189483050440889
SUPREMEIND,1419,0.0054477497699558395,1.3246666025179885
SUZLON,1421,0.005431781654225949,1.3233211383512111
SWANCORP,1419,0.005559247275300646,1.3328617142693382
SWIGGY,1423,0.0054231518734649915,1.3231725750224608
SWSOLAR,1422,0.005455226966284914,1.3254031572054863
SYNGENE,1417,0.005356601436203883,1.317776468360414
SYRMA,1423,0.0054022696089023915,1.3215280642760725
TATACHEM,1423,0.005382986683183093,1.320013129934057
TATACOMM,1422,0.00537045772303316,1.3189594037761525
TATACONSUM,1423,0.005382373794466499,1.319965036194674
TATAELXSI,1421,0.005402318963649245,1.3209350062290162
TATAINVEST,1422,0.005367541378053811,1.3188696741285848
TATAPOWER,1423,0.005360897802419036,1.3184346017491644
TATASTEEL,1421,0.005327065053373984,1.3159802242908376
TATATECH,1423,0.00537472424207784,1.3193650660047953
TBOTEK,1423,0.005367420965185636,1.318822074298406
TCS,1421,0.0053822869050944265,1.319563086553962
TECHM,1421,0.005324364152785085,1.3158200176544783
TECHNOE,1422,0.005363237355123359,1.318349695379426
TEJASNET,1421,0.005360493653432208,1.3187193541571838
THERMAX,1422,0.005377074093934728,1.3193697962522881
TIINDIA,1422,0.005294263078539444,1.3142555376001646
TIMKEN,1416,0.005470923883398337,1.325664797010243
TITAGARH,1422,0.005341372052594972,1.3174638826843232
TITAN,1423,0.005389995579907711,1.320563371506905
TMCV,1423,0.005423074708797543,1.3231664906510854
TMPV,1421,0.005152065779392217,1.3055999662520383
TORNTPHARM,1417,0.005308410475171984,1.3145402815911367
TORNTPOWER,1419,0.00538367541622529,1.3206331599254666
TRENT,1421,0.005412407792239579,1.3218964687171197
TRIDENT,1423,0.005358748839327397,1.3183069544349495
TRITURBINE,1420,0.005189636209070444,1.3079121859068128
TRIVENI,1421,0.005376089313499261,1.3198476451789047
TTML,1423,0.005358868551602681,1.3183140652831897
TVSMOTOR,1422,0.005296906074572571,1.3144124198946299
TVSSCS,1422,0.005308113035002831,1.3150776398360324
UBL,1422,0.005404945568546233,1.3216893720162057
UCOBANK,1422,0.005423038413549884,1.3228632062797994
UJJIVANSFB,1422,0.00538504950049051,1.3198780535911017
ULTRACEMCO,1421,0.005358246951218517,1.318210789042962
UNIONBANK,1422,0.005345184666317055,1.3172781284131097
UNITDSPR,1421,0.00543449432902691,1.3238825413938502
UNOMINDA,1421,0.005281354551417676,1.3132688598686117
UPL,1417,0.005366203610328939,1.3184064151269745
UTIAMC,1422,0.0053113373949461055,1.3152690305834052
VARROC,1422,0.005389592582285848,1.3205127196283077
VEDL,1423,0.005314826903881861,1.3156980138177006
VGUARD,1422,0.0054727252280868275,1.3267880156645364
VIJAYA,1423,0.005316617877967696,1.3158043967671216
VIPIND,1422,0.005481440572547173,1.32747885116167
VMM,1423,0.005377735227416637,1.319601158700379
VOLTAS,1419,0.005294569043644849,1.3140268548389697
VTL,1423,0.005385080282322382,1.3201774423309485
WELCORP,1422,0.005304768626168441,1.3148913374169202
WELSPUNLIV,1420,0.00543287644777006,1.3231627999144555
WESTLIFE,1423,0.005371176334577096,1.3190869814011916
WHIRLPOOL,1417,0.005495313156438257,1.3276848922847317
WIPRO,1422,0.005410216003893629,1.321854118258356
YESBANK,1422,0.005314743651963568,1.3159367614706938
ZEEL,1420,0.005366335178025771,1.3190306675961987
ZENSARTECH,1421,0.005348532442421396,1.317693131157612
ZFCVINDIA,1421,0.005542968837545496,1.3320651734557543
ZYDUSLIFE,1421,0.0053907334325759395,1.3203831418850478
