Date,Member_Count,Covered_Member_Count,SMA50_Denominator,Above_SMA50_Count,Pct_Above_SMA50,SMA200_Denominator,Above_SMA200_Count,Pct_Above_SMA200,Coverage_200_Sessions,Coverage_OK,Nifty500_Close,Nifty500_SMA200,Regime,Universe_Method,Universe_Member_Count,Eligible_Count_50,Eligible_Count_200,Momentum_Regime
2023-08-29,502,492,491,354,72.09775967413442,483,413,85.5072463768116,0.9621513944223108,True,16927.30078125,15624.319018554688,STRONG_MOMENTUM,POINT_IN_TIME,502,491,483,STRONG_MOMENTUM
2023-08-30,502,492,491,371,75.56008146639512,483,427,88.40579710144928,0.9621513944223108,True,16968.94921875,15631.327514648438,STRONG_MOMENTUM,POINT_IN_TIME,502,491,483,STRONG_MOMENTUM
2023-08-31,502,492,491,365,74.33808553971487,483,421,87.16356107660455,0.9621513944223108,True,16924.30078125,15638.749018554689,STRONG_MOMENTUM,POINT_IN_TIME,502,491,483,STRONG_MOMENTUM
2023-09-01,502,492,491,373,75.96741344195519,483,426,88.19875776397515,0.9621513944223108,True,17074.55078125,15645.876274414062,STRONG_MOMENTUM,POINT_IN_TIME,502,491,483,STRONG_MOMENTUM
2023-09-04,502,492,491,391,79.63340122199592,484,434,89.6694214876033,0.9641434262948207,True,17180.94921875,15653.53001953125,STRONG_MOMENTUM,POINT_IN_TIME,502,491,484,STRONG_MOMENTUM
2023-09-05,502,492,491,399,81.26272912423626,484,439,90.70247933884298,0.9641434262948207,True,17252.099609375,15661.321015625,STRONG_MOMENTUM,POINT_IN_TIME,502,491,484,STRONG_MOMENTUM
2023-09-06,502,492,491,401,81.67006109979633,485,446,91.95876288659794,0.9661354581673307,True,17284.599609375,15669.427514648438,STRONG_MOMENTUM,POINT_IN_TIME,502,491,485,STRONG_MOMENTUM
2023-09-07,501,491,491,408,83.09572301425662,487,448,91.9917864476386,0.9720558882235529,True,17385.5,15678.368764648438,STRONG_MOMENTUM,POINT_IN_TIME,501,491,487,STRONG_MOMENTUM
2023-09-08,501,491,491,414,84.31771894093686,487,451,92.60780287474333,0.9720558882235529,True,17487.44921875,15688.051762695311,STRONG_MOMENTUM,POINT_IN_TIME,501,491,487,STRONG_MOMENTUM
2023-09-11,501,491,491,431,87.78004073319755,487,455,93.42915811088297,0.9720558882235529,True,17653.349609375,15699.04951171875,STRONG_MOMENTUM,POINT_IN_TIME,501,491,487,STRONG_MOMENTUM
2023-09-12,501,491,491,394,80.24439918533605,488,446,91.39344262295081,0.9740518962075848,True,17460.55078125,15708.806264648438,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-13,501,491,491,389,79.22606924643586,488,447,91.59836065573771,0.9740518962075848,True,17526.75,15718.749262695312,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-14,501,491,491,407,82.89205702647658,488,449,92.00819672131148,0.9740518962075848,True,17603.5,15728.362763671876,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-15,501,491,491,409,83.29938900203666,488,452,92.62295081967213,0.9740518962075848,True,17665.80078125,15738.055517578125,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-18,501,491,491,401,81.67006109979633,488,450,92.21311475409836,0.9740518962075848,True,17613.599609375,15747.201264648438,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-20,501,491,491,379,77.18940936863544,488,445,91.18852459016394,0.9740518962075848,True,17449.349609375,15755.38576171875,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-21,501,491,491,344,70.06109979633402,488,439,89.95901639344262,0.9740518962075848,True,17303.5,15762.172509765624,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-22,501,491,491,335,68.22810590631364,488,435,89.13934426229508,0.9740518962075848,True,17260.80078125,15768.456762695312,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-25,501,491,491,327,66.59877800407332,488,436,89.34426229508196,0.9740518962075848,True,17272.55078125,15775.002016601562,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-26,501,491,491,322,65.58044806517312,488,435,89.13934426229508,0.9740518962075848,True,17276.75,15781.549765625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-27,501,491,491,340,69.24643584521385,488,441,90.3688524590164,0.9740518962075848,True,17341.599609375,15788.643515625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-28,501,491,491,307,62.52545824847251,488,425,87.09016393442623,0.9740518962075848,True,17170.44921875,15795.18576171875,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-09-29,501,491,491,326,66.39511201629328,488,436,89.34426229508196,0.9740518962075848,True,17292.599609375,15802.09326171875,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-03,501,491,491,329,67.0061099796334,488,436,89.34426229508196,0.9740518962075848,True,17254.400390625,15809.301513671877,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-04,501,491,491,295,60.08146639511202,488,434,88.9344262295082,0.9740518962075848,True,17123.099609375,15815.77701171875,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-05,501,491,491,300,61.099796334012225,488,435,89.13934426229508,0.9740518962075848,True,17195.80078125,15822.233515625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-06,501,491,491,307,62.52545824847251,488,435,89.13934426229508,0.9740518962075848,True,17293.599609375,15828.882514648438,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-09,501,491,491,254,51.73116089613035,488,426,87.29508196721312,0.9740518962075848,True,17127.69921875,15835.60201171875,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-10-10,501,491,491,290,59.063136456211815,488,431,88.31967213114754,0.9740518962075848,True,17303.349609375,15843.93701171875,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-10-11,501,491,491,310,63.13645621181263,488,436,89.34426229508196,0.9740518962075848,True,17407.349609375,15852.197758789063,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-12,501,491,491,322,65.58044806517312,488,437,89.54918032786885,0.9740518962075848,True,17419.69921875,15860.66525390625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-13,501,491,491,319,64.96945010183299,488,434,88.9344262295082,0.9740518962075848,True,17390.349609375,15869.979252929688,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-16,501,491,491,316,64.35845213849288,488,435,89.13934426229508,0.9740518962075848,True,17393.0,15879.786752929687,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-17,501,491,491,328,66.80244399185335,488,439,89.95901639344262,0.9740518962075848,True,17467.69921875,15891.895249023435,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-18,501,491,491,298,60.692464358452135,488,432,88.52459016393442,0.9740518962075848,True,17344.0,15901.523500976562,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-10-19,501,491,491,302,61.5071283095723,489,428,87.52556237218813,0.9760479041916168,True,17310.5,15910.912001953126,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-10-20,501,491,491,267,54.378818737270876,489,420,85.88957055214725,0.9760479041916168,True,17208.75,15919.529750976562,NORMAL,POINT_IN_TIME,501,491,489,NORMAL
2023-10-23,501,491,491,161,32.79022403258656,489,388,79.34560327198365,0.9760479041916168,True,16888.69921875,15926.728999023437,NORMAL,POINT_IN_TIME,501,491,489,NORMAL
2023-10-25,501,491,491,139,28.30957230142566,489,377,77.0961145194274,0.9760479041916168,True,16760.80078125,15932.914750976564,NORMAL,POINT_IN_TIME,501,491,489,NORMAL
2023-10-26,501,491,490,105,21.428571428571427,488,369,75.61475409836066,0.9740518962075848,True,16555.44921875,15937.902998046877,NORMAL,POINT_IN_TIME,501,490,488,NORMAL
2023-10-27,501,491,490,159,32.44897959183673,488,383,78.48360655737704,0.9740518962075848,True,16765.44921875,15944.765244140624,NORMAL,POINT_IN_TIME,501,490,488,NORMAL
2023-10-30,501,491,490,159,32.44897959183673,488,384,78.68852459016394,0.9740518962075848,True,16826.099609375,15951.964741210935,NORMAL,POINT_IN_TIME,501,490,488,NORMAL
2023-10-31,501,491,491,159,32.382892057026474,488,378,77.45901639344262,0.9740518962075848,True,16801.099609375,15959.610239257812,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-01,501,491,491,161,32.79022403258656,488,370,75.81967213114754,0.9740518962075848,True,16732.94921875,15966.024487304689,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-02,501,491,491,191,38.90020366598778,488,382,78.27868852459017,0.9740518962075848,True,16890.80078125,15973.852241210938,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-03,501,491,491,200,40.73319755600815,488,393,80.5327868852459,0.9740518962075848,True,17000.94921875,15982.350239257812,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-06,501,491,491,225,45.824847250509166,488,403,82.58196721311475,0.9740518962075848,True,17159.400390625,15991.749243164062,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-07,501,491,491,233,47.45417515274949,488,401,82.17213114754098,0.9740518962075848,True,17187.80078125,16000.957749023435,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-08,501,491,491,252,51.32382892057027,488,405,82.99180327868852,0.9740518962075848,True,17259.69921875,16010.728994140623,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-09,501,491,491,234,47.657841140529534,488,399,81.76229508196722,0.9740518962075848,True,17218.900390625,16019.842744140626,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-10,501,491,491,238,48.472505091649694,488,400,81.9672131147541,0.9740518962075848,True,17256.599609375,16028.793994140626,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-13,501,491,491,254,51.73116089613035,488,399,81.76229508196722,0.9740518962075848,True,17318.599609375,16038.288491210937,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-15,501,491,491,275,56.0081466395112,488,405,82.99180327868852,0.9740518962075848,True,17508.05078125,16049.089243164062,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-16,501,491,491,293,59.67413441955194,488,408,83.60655737704919,0.9740518962075848,True,17593.099609375,16060.038740234377,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-17,501,491,491,298,60.692464358452135,488,414,84.8360655737705,0.9740518962075848,True,17600.5,16071.098491210938,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-11-20,501,491,491,294,59.877800407331975,488,417,85.45081967213115,0.9740518962075848,True,17573.650390625,16083.1069921875,NORMAL,POINT_IN_TIME,501,491,488,NORMAL
2023-11-21,501,491,491,308,62.729124236252545,488,420,86.0655737704918,0.9740518962075848,True,17627.599609375,16096.871240234375,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-11-22,501,491,491,298,60.692464358452135,488,415,85.04098360655738,0.9740518962075848,True,17627.69921875,16110.738735351562,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-11-23,501,491,491,305,62.11812627291242,488,417,85.45081967213115,0.9740518962075848,True,17639.400390625,16124.258237304688,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-11-24,501,491,491,312,63.543788187372705,488,414,84.8360655737705,0.9740518962075848,True,17643.5,16138.237485351565,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-11-28,501,491,491,322,65.58044806517312,488,417,85.45081967213115,0.9740518962075848,True,17741.80078125,16152.749487304687,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-11-29,501,491,491,336,68.43177189409369,488,420,86.0655737704918,0.9740518962075848,True,17904.099609375,16167.458237304689,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-11-30,501,491,491,356,72.50509164969449,488,423,86.68032786885246,0.9740518962075848,True,17987.94921875,16182.727231445311,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-01,501,491,491,373,75.96741344195519,488,426,87.29508196721312,0.9740518962075848,True,18115.349609375,16198.792978515625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-04,501,491,491,393,80.04073319755601,488,434,88.9344262295082,0.9740518962075848,True,18448.5,16215.893979492188,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-05,501,491,491,399,81.26272912423626,488,435,89.13934426229508,0.9740518962075848,True,18588.55078125,16233.686235351564,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-06,501,491,491,409,83.29938900203666,488,440,90.1639344262295,0.9740518962075848,True,18680.0,16252.006987304689,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-07,501,491,491,419,85.33604887983707,488,442,90.57377049180327,0.9740518962075848,True,18703.849609375,16271.023735351562,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-08,501,491,491,409,83.29938900203666,488,439,89.95901639344262,0.9740518962075848,True,18703.5,16289.696733398438,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-11,501,491,491,407,82.89205702647658,488,437,89.54918032786885,0.9740518962075848,True,18770.19921875,16308.349477539065,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-12,501,491,491,401,81.67006109979633,488,434,88.9344262295082,0.9740518962075848,True,18686.80078125,16326.364731445312,STRONG_MOMENTUM,POINT_IN_TIME,501,491,488,STRONG_MOMENTUM
2023-12-13,501,491,491,410,83.5030549898167,489,441,90.1840490797546,0.9760479041916168,True,18751.44921875,16345.1022265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-14,501,491,491,414,84.31771894093686,489,441,90.1840490797546,0.9760479041916168,True,18973.849609375,16365.27822265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-15,501,491,491,423,86.15071283095723,489,439,89.77505112474438,0.9760479041916168,True,19145.05078125,16386.43372558594,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-18,501,491,491,425,86.55804480651732,489,441,90.1840490797546,0.9760479041916168,True,19155.55078125,16408.70197753906,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-19,501,491,491,422,85.94704684317719,489,447,91.41104294478528,0.9760479041916168,True,19169.25,16431.214477539062,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-20,501,491,491,364,74.13441955193483,489,429,87.73006134969326,0.9760479041916168,True,18779.44921875,16451.95947265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-21,501,491,491,388,79.0224032586558,489,435,88.95705521472392,0.9760479041916168,True,18941.80078125,16473.92497558594,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-22,501,491,491,401,81.67006109979633,489,438,89.57055214723927,0.9760479041916168,True,19054.69921875,16496.604721679687,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-26,501,491,491,404,82.28105906313645,489,439,89.77505112474438,0.9760479041916168,True,19148.849609375,16519.02472167969,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-27,501,491,491,413,84.11405295315683,489,439,89.77505112474438,0.9760479041916168,True,19296.94921875,16542.57321777344,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-28,501,491,491,415,84.5213849287169,489,438,89.57055214723927,0.9760479041916168,True,19399.25,16565.695717773437,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2023-12-29,501,491,491,425,86.55804480651732,489,444,90.79754601226993,0.9760479041916168,True,19429.150390625,16588.436469726563,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-02,501,491,491,419,85.33604887983707,489,443,90.59304703476482,0.9760479041916168,True,19418.400390625,16610.918720703125,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-03,501,491,491,422,85.94704684317719,489,443,90.59304703476482,0.9760479041916168,True,19367.150390625,16633.734721679688,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-04,501,491,491,431,87.78004073319755,489,446,91.20654396728017,0.9760479041916168,True,19541.25,16658.041723632814,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-05,501,491,491,432,87.9837067209776,489,448,91.61554192229039,0.9760479041916168,True,19590.599609375,16683.722470703124,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-08,501,491,491,413,84.11405295315683,489,439,89.77505112474438,0.9760479041916168,True,19417.69921875,16709.01821777344,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-09,501,491,491,415,84.5213849287169,489,441,90.1840490797546,0.9760479041916168,True,19459.55078125,16734.71447265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-10,501,491,491,410,83.5030549898167,489,434,88.75255623721881,0.9760479041916168,True,19517.849609375,16760.65197265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-11,501,491,491,412,83.91038696537679,489,437,89.36605316973414,0.9760479041916168,True,19584.349609375,16786.46947265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-12,501,491,491,417,84.928716904277,489,437,89.36605316973414,0.9760479041916168,True,19745.599609375,16813.61197265625,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-15,501,491,491,414,84.31771894093686,489,436,89.16155419222905,0.9760479041916168,True,19885.55078125,16840.98322753906,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-16,501,491,491,405,82.4847250509165,489,433,88.5480572597137,0.9760479041916168,True,19827.55078125,16867.82098144531,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-17,501,491,491,378,76.9857433808554,489,428,87.52556237218813,0.9760479041916168,True,19487.599609375,16893.240981445313,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-18,501,491,491,353,71.89409368635438,489,420,85.88957055214725,0.9760479041916168,True,19414.80078125,16918.919985351564,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-19,501,491,491,373,75.96741344195519,489,420,85.88957055214725,0.9760479041916168,True,19606.400390625,16945.638486328124,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-23,501,491,491,308,62.729124236252545,489,400,81.79959100204499,0.9760479041916168,True,19206.44921875,16970.611733398437,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-24,501,491,491,324,65.9877800407332,489,406,83.02658486707567,0.9760479041916168,True,19451.0,16996.138735351564,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-25,501,491,491,321,65.37678207739307,489,407,83.23108384458078,0.9760479041916168,True,19393.0,17020.314487304688,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-29,501,491,491,329,67.0061099796334,489,410,83.84458077709611,0.9760479041916168,True,19711.650390625,17045.86298828125,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-30,501,491,491,330,67.20977596741345,489,401,82.0040899795501,0.9760479041916168,True,19574.19921875,17070.186982421874,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-01-31,501,491,491,357,72.70875763747455,489,413,84.45807770961146,0.9760479041916168,True,19802.099609375,17095.401479492186,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-01,501,491,491,339,69.04276985743381,489,410,83.84458077709611,0.9760479041916168,True,19777.349609375,17120.335478515626,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-02,501,491,491,333,67.82077393075356,489,406,83.02658486707567,0.9760479041916168,True,19910.80078125,17145.553232421877,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-05,501,491,491,312,63.543788187372705,489,398,81.39059304703477,0.9760479041916168,True,19853.5,17170.112983398438,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-06,501,491,491,331,67.41344195519349,489,401,82.0040899795501,0.9760479041916168,True,20033.75,17195.510483398437,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-07,501,491,491,345,70.26476578411406,489,402,82.20858895705521,0.9760479041916168,True,20109.55078125,17221.53673828125,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-08,501,491,491,324,65.9877800407332,489,392,80.16359918200409,0.9760479041916168,True,19987.55078125,17246.9894921875,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-09,501,491,491,309,62.93279022403259,489,385,78.7321063394683,0.9760479041916168,True,19961.5,17272.512490234374,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-12,501,491,491,273,55.60081466395111,489,374,76.48261758691206,0.9760479041916168,True,19675.19921875,17296.579736328124,NORMAL,POINT_IN_TIME,501,491,489,NORMAL
2024-02-13,501,491,491,274,55.80448065173116,489,376,76.89161554192229,0.9760479041916168,True,19782.900390625,17321.258740234374,NORMAL,POINT_IN_TIME,501,491,489,NORMAL
2024-02-14,501,491,491,281,57.23014256619145,489,380,77.70961145194273,0.9760479041916168,True,19922.30078125,17346.2194921875,NORMAL,POINT_IN_TIME,501,491,489,NORMAL
2024-02-15,501,491,491,293,59.67413441955194,489,380,77.70961145194273,0.9760479041916168,True,20037.0,17371.625991210938,NORMAL,POINT_IN_TIME,501,491,489,NORMAL
2024-02-16,501,491,491,298,60.692464358452135,489,390,79.75460122699386,0.9760479041916168,True,20164.900390625,17397.47849121094,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
2024-02-20,501,491,491,304,61.91446028513238,489,389,79.55010224948876,0.9760479041916168,True,20271.900390625,17423.462744140626,STRONG_MOMENTUM,POINT_IN_TIME,501,491,489,STRONG_MOMENTUM
