Symbol,Date,State_ID,Event,Leader_Date,Age,Leader_Close,ATR14_Seed,Pullback_Low,Pullback_Depth_ATR,Prior_High,High,Low,Close,SMA20,SMA50,SMA200
CONCOR,2024-02-05 00:00:00,CONCOR-2024-02-01,NEW_LEADER_CLOSE,2024-02-01 00:00:00,2,888.1912841796875,32.170295238520744,880.3333007179024,0.24426208723058182,904.2928246015207,917.7912509165873,880.3333007179024,897.0616455078125,845.9583312988282,818.391328125,693.0692626953125
CONCOR,2024-02-08 00:00:00,CONCOR-2024-02-08,SEEDED,2024-02-08 00:00:00,0,919.9246826171875,31.101715555862455,inf,,,932.6470177343128,890.2715737593007,919.9246826171875,853.812841796875,829.3101110839843,697.9702886962891
CONCOR,2024-02-09 00:00:00,CONCOR-2024-02-08,ACTIVE,2024-02-08 00:00:00,1,919.9246826171875,31.101715555862455,880.4999979381632,1.267604824184465,932.6470177343128,939.9514176426372,880.4999979381632,912.6685791015625,856.7191833496094,832.7760424804687,699.6082257080078
CONCOR,2024-02-12 00:00:00,CONCOR-2024-02-08,ACTIVE,2024-02-08 00:00:00,2,919.9246826171875,31.101715555862455,877.0171530729478,1.3795872278226107,939.9514176426372,920.9889570585423,877.0171530729478,883.9346313476562,857.3909759521484,835.6422265625,701.1187557983399
CONCOR,2024-02-13 00:00:00,CONCOR-2024-02-08,ACTIVE,2024-02-08 00:00:00,3,919.9246826171875,31.101715555862455,864.9236961592969,1.768422914134821,920.9889570585423,903.2841499277727,864.9236961592969,895.2056884765625,859.2602600097656,838.5824572753907,702.7100354003907
CONCOR,2024-02-14 00:00:00,CONCOR-2024-02-08,RESUMPTION_CANDIDATE,2024-02-08 00:00:00,4,919.9246826171875,31.101715555862455,864.9236961592969,1.768422914134821,903.2841499277727,911.8462726692028,883.3057262036946,909.0889892578125,861.2669006347656,841.6239111328125,704.3647525024414
CONCOR,2024-02-15 00:00:00,CONCOR-2024-02-15,SEEDED,2024-02-15 00:00:00,0,924.0848388671875,33.30965599588727,inf,,,930.3734336419418,903.6226953262337,924.0848388671875,864.9176025390625,844.6615710449219,706.0645541381836
CONCOR,2024-02-16 00:00:00,CONCOR-2024-02-15,NEW_LEADER_CLOSE,2024-02-15 00:00:00,1,924.0848388671875,33.30965599588727,920.2633039858929,0.11472753971900682,930.3734336419418,954.8989375290109,920.2633039858929,948.9005737304688,871.378271484375,848.2495373535156,707.9066101074219
CONCOR,2024-02-16 00:00:00,CONCOR-2024-02-16,SEEDED,2024-02-16 00:00:00,0,948.9005737304688,33.40436867783232,inf,,,954.8989375290109,920.2633039858929,948.9005737304688,871.378271484375,848.2495373535156,707.9066101074219
CONCOR,2024-02-20 00:00:00,CONCOR-2024-02-16,NEW_LEADER_CLOSE,2024-02-16 00:00:00,1,948.9005737304688,33.40436867783232,957.8014596791606,-0.2664587388115694,954.8989375290109,980.7790199492415,957.8014596791606,967.28271484375,886.5445007324219,855.4942443847656,711.7344528198242
CONCOR,2024-02-20 00:00:00,CONCOR-2024-02-20,SEEDED,2024-02-20 00:00:00,0,967.28271484375,33.57225624929976,inf,,,980.7790199492415,957.8014596791606,967.28271484375,886.5445007324219,855.4942443847656,711.7344528198242
CONCOR,2024-02-21 00:00:00,CONCOR-2024-02-20,ACTIVE,2024-02-20 00:00:00,1,967.28271484375,33.57225624929976,954.0282393424854,0.39480443026646467,980.7790199492415,994.2269219400957,954.0282393424854,959.6396484375,894.740103149414,858.4273132324219,713.5498468017578
CONCOR,2024-02-22 00:00:00,CONCOR-2024-02-20,NEW_LEADER_CLOSE,2024-02-20 00:00:00,2,967.28271484375,33.57225624929976,953.641258461342,0.4063312361585037,994.2269219400957,990.6955834137793,953.641258461342,980.7305908203125,903.2285614013672,861.7552062988282,715.4257333374023
CONCOR,2024-02-22 00:00:00,CONCOR-2024-02-22,SEEDED,2024-02-22 00:00:00,0,980.7305908203125,34.26048331242203,inf,,,990.6955834137793,953.641258461342,980.7305908203125,903.2285614013672,861.7552062988282,715.4257333374023
CONCOR,2024-02-23 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,1,980.7305908203125,34.26048331242203,968.68546327168,0.35157494536176787,990.6955834137793,988.2768546636914,968.68546327168,972.26513671875,911.8939392089844,864.7007067871094,717.3037759399414
CONCOR,2024-02-26 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,2,980.7305908203125,34.26048331242203,946.9173469082992,0.9869459109397148,988.2768546636914,972.6038286466039,946.9173469082992,954.9473876953125,918.1652252197266,867.1629406738281,719.0371142578125
CONCOR,2024-02-27 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,3,980.7305908203125,34.26048331242203,933.8080532555243,1.369581892260556,972.6038286466039,965.9282753597669,933.8080532555243,940.4352416992188,923.4650421142578,869.084248046875,720.7024356079102
CONCOR,2024-02-28 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,4,980.7305908203125,34.26048331242203,920.263479343965,1.7649228974660618,965.9282753597669,953.8832811698742,920.263479343965,926.11669921875,926.9859344482422,871.0248266601562,722.273444519043
CONCOR,2024-02-29 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,5,980.7305908203125,34.26048331242203,914.2650144045214,1.9400069698284819,953.8832811698742,953.5929457870261,914.2650144045214,945.6112670898438,929.85693359375,873.1730712890625,723.9304458618165
CONCOR,2024-03-01 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,6,980.7305908203125,34.26048331242203,914.2650144045214,1.9400069698284819,953.5929457870261,956.7370796642172,940.7253039607001,946.2399291992188,932.814810180664,875.5064709472656,725.6087664794921
CONCOR,2024-03-04 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,7,980.7305908203125,34.26048331242203,914.2650144045214,1.9400069698284819,956.7370796642172,958.5270269718256,940.3868485658487,954.07666015625,935.665560913086,878.5712524414063,727.2851354980469
CONCOR,2024-03-05 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,8,980.7305908203125,34.26048331242203,914.2650144045214,1.9400069698284819,958.5270269718256,953.1574686388074,934.7270606837061,936.468505859375,937.3779876708984,881.1074243164062,728.8909225463867
CONCOR,2024-03-06 00:00:00,CONCOR-2024-02-22,ACTIVE,2024-02-22 00:00:00,9,980.7305908203125,34.26048331242203,914.2650144045214,1.9400069698284819,953.1574686388074,943.2892170031871,918.4250689090918,940.0965576171875,939.7555603027344,883.8578930664063,730.5335055541992
CONCOR,2024-03-07 00:00:00,CONCOR-2024-02-22,EXPIRED,2024-02-22 00:00:00,10,980.7305908203125,34.26048331242203,914.2650144045214,1.9400069698284819,943.2892170031871,943.9664560013111,927.8579550872588,933.32421875,940.425537109375,886.2926147460937,732.1800131225586
CONCOR,2024-04-24 00:00:00,CONCOR-2024-04-24,SEEDED,2024-04-24 00:00:00,0,941.4027099609375,29.443524516401663,inf,,,944.6437906794309,916.9739357718245,941.4027099609375,890.6609924316406,903.2357592773437,767.8230825805664
CONCOR,2024-04-25 00:00:00,CONCOR-2024-04-24,NEW_LEADER_CLOSE,2024-04-24 00:00:00,1,941.4027099609375,29.443524516401663,936.7103926887073,0.15936669774762546,944.6437906794309,979.0858350023141,936.7103926887073,972.1199951171875,897.2736877441406,904.2796655273437,769.5181600952149
CONCOR,2024-04-25 00:00:00,CONCOR-2024-04-25,SEEDED,2024-04-25 00:00:00,0,972.1199951171875,30.36723293048774,inf,,,979.0858350023141,936.7103926887073,972.1199951171875,897.2736877441406,904.2796655273437,769.5181600952149
CONCOR,2024-04-26 00:00:00,CONCOR-2024-04-25,NEW_LEADER_CLOSE,2024-04-25 00:00:00,1,972.1199951171875,30.36723293048774,973.474512213255,-0.04460456107963767,979.0858350023141,1043.9067639983102,973.474512213255,1033.2645263671875,906.9460327148438,906.6915844726562,771.5416799926758
CONCOR,2024-04-26 00:00:00,CONCOR-2024-04-26,SEEDED,2024-04-26 00:00:00,0,1033.2645263671875,33.32577121267595,inf,,,1043.9067639983102,973.474512213255,1033.2645263671875,906.9460327148438,906.6915844726562,771.5416799926758
CONCOR,2024-04-29 00:00:00,CONCOR-2024-04-26,ACTIVE,2024-04-26 00:00:00,1,1033.2645263671875,33.32577121267595,1002.6923977237906,0.9173719776293837,1043.9067639983102,1048.5990980244806,1002.6923977237906,1015.4147338867188,915.8153778076172,909.3211865234375,773.4393594360351
CONCOR,2024-04-30 00:00:00,CONCOR-2024-04-26,ACTIVE,2024-04-26 00:00:00,2,1033.2645263671875,33.32577121267595,991.0342399433168,1.2671960734042291,1048.5990980244806,1025.4280667212947,991.0342399433168,994.5655517578125,922.8731201171875,911.3083837890625,775.1928536987305
CONCOR,2024-05-02 00:00:00,CONCOR-2024-04-26,ACTIVE,2024-04-26 00:00:00,3,1033.2645263671875,33.32577121267595,991.0342399433168,1.2671960734042291,1025.4280667212947,1021.2194809180421,995.1459282355854,1016.3336791992188,930.0445373535156,913.4532775878906,776.9741131591796
CONCOR,2024-05-03 00:00:00,CONCOR-2024-04-26,RESUMPTION_CANDIDATE,2024-04-26 00:00:00,4,1033.2645263671875,33.32577121267595,991.0342399433168,1.2671960734042291,1021.2194809180421,1038.8276335307214,1013.9635409041937,1024.99267578125,936.930551147461,915.4714343261719,778.8912216186524
CONCOR,2024-05-17 00:00:00,CONCOR-2024-05-17,SEEDED,2024-05-17 00:00:00,0,1051.6951904296875,37.36829730353157,inf,,,1079.7520039640228,966.1702593463754,1051.6951904296875,981.5698913574219,922.0870324707031,795.831194152832
CONCOR,2024-05-21 00:00:00,CONCOR-2024-05-17,NEW_LEADER_CLOSE,2024-05-17 00:00:00,1,1051.6951904296875,37.36829730353157,1042.455711916511,0.24725446915942942,1079.7520039640228,1082.7994263348505,1042.455711916511,1058.27392578125,989.648324584961,924.3277124023438,797.8673565673828
CONCOR,2024-05-21 00:00:00,CONCOR-2024-05-21,SEEDED,2024-05-21 00:00:00,0,1058.27392578125,37.580827097446424,inf,,,1082.7994263348505,1042.455711916511,1058.27392578125,989.648324584961,924.3277124023438,797.8673565673828
CONCOR,2024-05-22 00:00:00,CONCOR-2024-05-21,ACTIVE,2024-05-21 00:00:00,1,1058.27392578125,37.580827097446424,1035.2477574062239,0.6127105269748241,1082.7994263348505,1064.2236168242628,1035.2477574062239,1046.6156005859375,996.2295745849609,926.1784912109375,799.8500100708007
CONCOR,2024-05-23 00:00:00,CONCOR-2024-05-21,NEW_LEADER_CLOSE,2024-05-21 00:00:00,2,1058.27392578125,37.580827097446424,1035.2477574062239,0.6127105269748241,1064.2236168242628,1077.042769620194,1041.53644394754,1069.8834228515625,1003.8484436035156,928.8467895507813,801.9518725585938
CONCOR,2024-05-23 00:00:00,CONCOR-2024-05-23,SEEDED,2024-05-23 00:00:00,0,1069.8834228515625,36.86191077204137,inf,,,1077.042769620194,1041.53644394754,1069.8834228515625,1003.8484436035156,928.8467895507813,801.9518725585938
CONCOR,2024-05-24 00:00:00,CONCOR-2024-05-23,ACTIVE,2024-05-23 00:00:00,1,1069.8834228515625,36.86191077204137,1060.3054698545006,0.25983332921326585,1077.042769620194,1083.4765951736392,1060.3054698545006,1066.9810791015625,1010.1273620605468,931.3844799804688,804.0578778076172
CONCOR,2024-05-27 00:00:00,CONCOR-2024-05-23,ACTIVE,2024-05-23 00:00:00,2,1069.8834228515625,36.86191077204137,1060.3054698545006,0.25983332921326585,1083.4765951736392,1079.2197142134967,1061.950287453682,1067.1746826171875,1014.8800964355469,934.0614892578125,806.0945373535156
CONCOR,2024-05-28 00:00:00,CONCOR-2024-05-23,ACTIVE,2024-05-23 00:00:00,3,1069.8834228515625,36.86191077204137,1035.4897344725534,0.9330413876726006,1079.2197142134967,1075.1562552391918,1035.4897344725534,1045.5513916015625,1015.4944396972656,936.4792102050782,807.9994039916992
CONCOR,2024-05-29 00:00:00,CONCOR-2024-05-23,ACTIVE,2024-05-23 00:00:00,4,1069.8834228515625,36.86191077204137,1027.459804232896,1.1508795320193639,1075.1562552391918,1061.5149218789054,1027.459804232896,1049.518310546875,1017.1996185302735,939.5712683105469,809.9296057128906
CONCOR,2024-05-30 00:00:00,CONCOR-2024-05-23,ACTIVE,2024-05-23 00:00:00,5,1069.8834228515625,36.86191077204137,1027.459804232896,1.1508795320193639,1061.5149218789054,1051.3562164020477,1028.8623973814545,1031.3779296875,1019.0402374267578,943.5108312988282,811.8367883300781
CONCOR,2024-05-31 00:00:00,CONCOR-2024-05-23,ACTIVE,2024-05-23 00:00:00,6,1069.8834228515625,36.86191077204137,1012.512219252379,1.5563817066883507,1051.3562164020477,1045.5031325829273,1012.512219252379,1039.8917236328125,1020.2181396484375,947.5142456054688,813.7408605957031
CONCOR,2024-06-03 00:00:00,CONCOR-2024-05-23,NEW_LEADER_CLOSE,2024-05-23 00:00:00,7,1069.8834228515625,36.86191077204137,1012.512219252379,1.5563817066883507,1045.5031325829273,1141.6219482681765,1069.0612312172332,1136.0589599609375,1025.7714538574219,953.4835729980468,816.0961126708985
CONCOR,2024-06-03 00:00:00,CONCOR-2024-06-03,SEEDED,2024-06-03 00:00:00,0,1136.0589599609375,38.74908823493901,inf,,,1141.6219482681765,1069.0612312172332,1136.0589599609375,1025.7714538574219,953.4835729980468,816.0961126708985
CONCOR,2024-06-04 00:00:00,CONCOR-2024-06-03,SMA50_INVALIDATED,2024-06-03 00:00:00,1,1136.0589599609375,38.74908823493901,852.0563212529472,7.3292728072995725,1141.6219482681765,1141.6219429347825,852.0563212529472,917.89306640625,1021.727407836914,955.2995251464844,817.3421200561523
CONCORDBIO,2024-09-03 00:00:00,CONCORDBIO-2024-09-03,SEEDED,2024-09-03 00:00:00,0,1746.9825439453125,73.57191920572151,inf,,,1755.7240997362028,1713.30032232132,1746.9825439453125,1599.151055908203,1611.2973974609374,1471.8575115966796
CONCORDBIO,2024-09-04 00:00:00,CONCORDBIO-2024-09-03,NEW_LEADER_CLOSE,2024-09-03 00:00:00,1,1746.9825439453125,73.57191920572151,1719.127915180724,0.37860407972641835,1755.7240997362028,1781.5537321822155,1719.127915180724,1765.5521240234375,1611.058367919922,1616.5413549804687,1474.1800732421875
CONCORDBIO,2024-09-04 00:00:00,CONCORDBIO-2024-09-04,SEEDED,2024-09-04 00:00:00,0,1765.5521240234375,72.77576904827653,inf,,,1781.5537321822155,1719.127915180724,1765.5521240234375,1611.058367919922,1616.5413549804687,1474.1800732421875
CONCORDBIO,2024-09-05 00:00:00,CONCORDBIO-2024-09-04,NEW_LEADER_CLOSE,2024-09-04 00:00:00,1,1765.5521240234375,72.77576904827653,1773.00977214463,-0.1024743292818438,1781.5537321822155,1876.7234356962658,1773.00977214463,1830.9906005859375,1624.6967163085938,1622.7138012695314,1476.5678118896485
CONCORDBIO,2024-09-05 00:00:00,CONCORDBIO-2024-09-05,SEEDED,2024-09-05 00:00:00,0,1830.9906005859375,75.51830780717309,inf,,,1876.7234356962658,1773.00977214463,1830.9906005859375,1624.6967163085938,1622.7138012695314,1476.5678118896485
CONCORDBIO,2024-09-06 00:00:00,CONCORDBIO-2024-09-05,ACTIVE,2024-09-05 00:00:00,1,1830.9906005859375,75.51830780717309,1802.6422015396192,0.37538445801384335,1876.7234356962658,1890.9963149139098,1802.6422015396192,1813.40869140625,1637.0658081054687,1629.3267822265625,1479.2374584960937
CONCORDBIO,2024-09-09 00:00:00,CONCORDBIO-2024-09-05,NEW_LEADER_CLOSE,2024-09-05 00:00:00,2,1830.9906005859375,75.51830780717309,1799.333342812681,0.419199776749362,1890.9963149139098,1840.1273121674458,1799.333342812681,1831.68212890625,1651.9190856933594,1635.117958984375,1481.996016845703
CONCORDBIO,2024-09-09 00:00:00,CONCORDBIO-2024-09-09,SEEDED,2024-09-09 00:00:00,0,1831.68212890625,73.8893523685956,inf,,,1840.1273121674458,1799.333342812681,1831.68212890625,1651.9190856933594,1635.117958984375,1481.996016845703
CONCORDBIO,2024-09-10 00:00:00,CONCORDBIO-2024-09-09,NEW_LEADER_CLOSE,2024-09-09 00:00:00,1,1831.68212890625,73.8893523685956,1820.7673939446947,0.14771729094480793,1840.1273121674458,1896.478391338897,1820.7673939446947,1874.4022216796875,1671.0369689941406,1642.0045458984375,1484.6749731445314
CONCORDBIO,2024-09-10 00:00:00,CONCORDBIO-2024-09-10,SEEDED,2024-09-10 00:00:00,0,1874.4022216796875,74.01946987042463,inf,,,1896.478391338897,1820.7673939446947,1874.4022216796875,1671.0369689941406,1642.0045458984375,1484.6749731445314
CONCORDBIO,2024-09-11 00:00:00,CONCORDBIO-2024-09-10,NEW_LEADER_CLOSE,2024-09-10 00:00:00,1,1874.4022216796875,74.01946987042463,1855.9806230202096,0.24887504181975362,1896.478391338897,1925.0736267222903,1855.9806230202096,1917.2210693359375,1689.972119140625,1650.1633544921874,1487.847473754883
CONCORDBIO,2024-09-11 00:00:00,CONCORDBIO-2024-09-11,SEEDED,2024-09-11 00:00:00,0,1917.2210693359375,73.66757942982863,inf,,,1925.0736267222903,1855.9806230202096,1917.2210693359375,1689.972119140625,1650.1633544921874,1487.847473754883
CONCORDBIO,2024-09-12 00:00:00,CONCORDBIO-2024-09-11,NEW_LEADER_CLOSE,2024-09-11 00:00:00,1,1917.2210693359375,73.66757942982863,1902.503570478974,0.1997825769609061,1925.0736267222903,2037.7758858432674,1902.503570478974,1980.1900634765625,1711.339599609375,1659.2950952148437,1491.4610388183594
CONCORDBIO,2024-09-12 00:00:00,CONCORDBIO-2024-09-12,SEEDED,2024-09-12 00:00:00,0,1980.1900634765625,78.06791771086182,inf,,,2037.7758858432674,1902.503570478974,1980.1900634765625,1711.339599609375,1659.2950952148437,1491.4610388183594
CONCORDBIO,2024-09-13 00:00:00,CONCORDBIO-2024-09-12,NEW_LEADER_CLOSE,2024-09-12 00:00:00,1,1980.1900634765625,78.06791771086182,1964.0895619681526,0.20623710713075447,2037.7758858432674,2112.548293299383,1964.0895619681526,2053.82666015625,1733.321954345703,1668.96515625,1495.6768078613281
CONCORDBIO,2024-09-13 00:00:00,CONCORDBIO-2024-09-13,SEEDED,2024-09-13 00:00:00,0,2053.82666015625,83.0958329694596,inf,,,2112.548293299383,1964.0895619681526,2053.82666015625,1733.321954345703,1668.96515625,1495.6768078613281
CONCORDBIO,2024-09-16 00:00:00,CONCORDBIO-2024-09-13,NEW_LEADER_CLOSE,2024-09-13 00:00:00,1,2053.82666015625,83.0958329694596,2010.4646171516915,0.5218317387888202,2112.548293299383,2091.064922599362,2010.4646171516915,2060.395263671875,1755.2450439453125,1676.2557299804687,1499.7093249511718
CONCORDBIO,2024-09-16 00:00:00,CONCORDBIO-2024-09-16,SEEDED,2024-09-16 00:00:00,0,2060.395263671875,82.91758100361751,inf,,,2091.064922599362,2010.4646171516915,2060.395263671875,1755.2450439453125,1676.2557299804687,1499.7093249511718
CONCORDBIO,2024-09-17 00:00:00,CONCORDBIO-2024-09-16,ACTIVE,2024-09-16 00:00:00,1,2060.395263671875,82.91758100361751,2000.7845677208663,0.7189150386382832,2091.064922599362,2089.5338009007487,2000.7845677208663,2050.7646484375,1776.019873046875,1684.0095581054688,1503.7666217041015
CONCORDBIO,2024-09-18 00:00:00,CONCORDBIO-2024-09-16,NEW_LEADER_CLOSE,2024-09-16 00:00:00,2,2060.395263671875,82.91758100361751,2000.7845677208663,0.7189150386382832,2089.5338009007487,2303.6285325896088,2015.0082775370372,2154.82421875,1804.2695007324219,1693.7379028320313,1508.2707922363281
CONCORDBIO,2024-09-18 00:00:00,CONCORDBIO-2024-09-18,SEEDED,2024-09-18 00:00:00,0,2154.82421875,97.99742240656037,inf,,,2303.6285325896088,2015.0082775370372,2154.82421875,1804.2695007324219,1693.7379028320313,1508.2707922363281
CONCORDBIO,2024-09-19 00:00:00,CONCORDBIO-2024-09-18,NEW_LEADER_CLOSE,2024-09-18 00:00:00,1,2154.82421875,97.99742240656037,2106.375162951158,0.4943911238587699,2303.6285325896088,2271.7737177862446,2106.375162951158,2222.97900390625,1836.4676635742187,1704.6801904296874,1513.2080688476562
CONCORDBIO,2024-09-19 00:00:00,CONCORDBIO-2024-09-19,SEEDED,2024-09-19 00:00:00,0,2222.97900390625,102.81178900859797,inf,,,2271.7737177862446,2106.375162951158,2222.97900390625,1836.4676635742187,1704.6801904296874,1513.2080688476562
CONCORDBIO,2024-09-20 00:00:00,CONCORDBIO-2024-09-19,NEW_LEADER_CLOSE,2024-09-19 00:00:00,1,2222.97900390625,102.81178900859797,2113.7831517726595,1.0620946604134927,2271.7737177862446,2631.363699216058,2113.7831517726595,2569.234375,1883.7487487792969,1722.4310302734375,1519.8999505615234
CONCORDBIO,2024-09-20 00:00:00,CONCORDBIO-2024-09-20,SEEDED,2024-09-20 00:00:00,0,2569.234375,132.43812889679802,inf,,,2631.363699216058,2113.7831517726595,2569.234375,1883.7487487792969,1722.4310302734375,1519.8999505615234
CONCORDBIO,2024-09-23 00:00:00,CONCORDBIO-2024-09-20,ACTIVE,2024-09-20 00:00:00,1,2569.234375,132.43812889679802,2332.1746370008404,1.7899659257787277,2631.363699216058,2577.6303031413804,2332.1746370008404,2353.164306640625,1921.749932861328,1736.11037109375,1525.350639038086
CONCORDBIO,2024-09-24 00:00:00,CONCORDBIO-2024-09-20,DEPTH_INVALIDATED,2024-09-20 00:00:00,2,2569.234375,132.43812889679802,2182.9256837913013,2.9168993433131973,2577.6303031413804,2382.6979550794417,2182.9256837913013,2197.248046875,1952.9603393554687,1746.67138671875,1529.7712719726562
CONCORDBIO,2024-11-21 00:00:00,CONCORDBIO-2024-11-21,SEEDED,2024-11-21 00:00:00,0,1966.8060302734375,81.86439453256426,inf,,,1994.2655044688206,1881.6621030277877,1966.8060302734375,1830.2250732421876,1939.7575659179688,1626.9141949462892
CONCORDBIO,2024-11-22 00:00:00,CONCORDBIO-2024-11-21,NEW_LEADER_CLOSE,2024-11-21 00:00:00,1,1966.8060302734375,81.86439453256426,1935.1487546726141,0.38670383848292733,1994.2655044688206,2019.9469943548904,1935.1487546726141,1994.5618896484375,1838.9148010253907,1942.1607592773437,1629.8585113525392
CONCORDBIO,2024-11-22 00:00:00,CONCORDBIO-2024-11-22,SEEDED,2024-11-22 00:00:00,0,1994.5618896484375,82.07395490040084,inf,,,2019.9469943548904,1935.1487546726141,1994.5618896484375,1838.9148010253907,1942.1607592773437,1629.8585113525392
CONCORDBIO,2024-11-25 00:00:00,CONCORDBIO-2024-11-22,NEW_LEADER_CLOSE,2024-11-22 00:00:00,1,1994.5618896484375,82.07395490040084,1979.8937491620025,0.17871857770513522,2019.9469943548904,2071.3099818558217,1979.8937491620025,2036.541259765625,1851.106103515625,1944.5471630859374,1632.8909246826172
CONCORDBIO,2024-11-25 00:00:00,CONCORDBIO-2024-11-25,SEEDED,2024-11-25 00:00:00,0,2036.541259765625,82.74126045707358,inf,,,2071.3099818558217,1979.8937491620025,2036.541259765625,1851.106103515625,1944.5471630859374,1632.8909246826172
CONCORDBIO,2024-11-26 00:00:00,CONCORDBIO-2024-11-25,NEW_LEADER_CLOSE,2024-11-25 00:00:00,1,2036.541259765625,82.74126045707358,1987.1536718637199,0.5968918968490644,2071.3099818558217,2075.1127767516678,1987.1536718637199,2047.3074951171875,1864.2085876464844,1945.88951171875,1635.9931317138671
CONCORDBIO,2024-11-26 00:00:00,CONCORDBIO-2024-11-26,SEEDED,2024-11-26 00:00:00,0,2047.3074951171875,83.11396363070746,inf,,,2075.1127767516678,1987.1536718637199,2047.3074951171875,1864.2085876464844,1945.88951171875,1635.9931317138671
CONCORDBIO,2024-11-27 00:00:00,CONCORDBIO-2024-11-26,ACTIVE,2024-11-26 00:00:00,1,2047.3074951171875,83.11396363070746,1989.4748795127239,0.6958230973248479,2075.1127767516678,2067.358872153267,1989.4748795127239,2042.3193359375,1876.0023071289063,1945.659365234375,1639.013673095703
CONCORDBIO,2024-11-28 00:00:00,CONCORDBIO-2024-11-26,ACTIVE,2024-11-26 00:00:00,2,2047.3074951171875,83.11396363070746,1989.4748795127239,0.6958230973248479,2067.358872153267,2057.4814817704846,1999.0067802544745,2008.785400390625,1886.5317077636719,1944.62716796875,1641.9591217041016
CONCORDBIO,2024-11-29 00:00:00,CONCORDBIO-2024-11-26,NEW_LEADER_CLOSE,2024-11-26 00:00:00,3,2047.3074951171875,83.11396363070746,1989.4748795127239,0.6958230973248479,2057.4814817704846,2118.721889114828,2006.16792370158,2101.436279296875,1902.4097717285156,1945.6406005859376,1645.1463275146484
CONCORDBIO,2024-11-29 00:00:00,CONCORDBIO-2024-11-29,SEEDED,2024-11-29 00:00:00,0,2101.436279296875,83.26047585635078,inf,,,2118.721889114828,2006.16792370158,2101.436279296875,1902.4097717285156,1945.6406005859376,1645.1463275146484
CONCORDBIO,2024-12-02 00:00:00,CONCORDBIO-2024-11-29,NEW_LEADER_CLOSE,2024-11-29 00:00:00,1,2101.436279296875,83.26047585635078,2103.8069449391232,-0.028472881254466384,2118.721889114828,2181.3946935784234,2103.8069449391232,2157.4912109375,1919.8904663085937,1945.6939404296875,1648.701473388672
CONCORDBIO,2024-12-02 00:00:00,CONCORDBIO-2024-12-02,SEEDED,2024-12-02 00:00:00,0,2157.4912109375,83.02461431529346,inf,,,2181.3946935784234,2103.8069449391232,2157.4912109375,1919.8904663085937,1945.6939404296875,1648.701473388672
CONCORDBIO,2024-12-03 00:00:00,CONCORDBIO-2024-12-02,NEW_LEADER_CLOSE,2024-12-02 00:00:00,1,2157.4912109375,83.02461431529346,2140.4523918816863,0.20522611512662128,2181.3946935784234,2192.8030964362456,2140.4523918816863,2170.726806640625,1936.5019287109376,1944.648896484375,1652.309536743164
CONCORDBIO,2024-12-03 00:00:00,CONCORDBIO-2024-12-03,SEEDED,2024-12-03 00:00:00,0,2170.726806640625,80.83362076095531,inf,,,2192.8030964362456,2140.4523918816863,2170.726806640625,1936.5019287109376,1944.648896484375,1652.309536743164
CONCORDBIO,2024-12-04 00:00:00,CONCORDBIO-2024-12-03,ACTIVE,2024-12-03 00:00:00,1,2170.726806640625,80.83362076095531,2108.9434194810524,0.76432784499758,2192.8030964362456,2192.803230343776,2108.9434194810524,2154.3798828125,1954.5703430175781,1936.351806640625,1655.925250854492
CONCORDBIO,2024-12-05 00:00:00,CONCORDBIO-2024-12-03,NEW_LEADER_CLOSE,2024-12-03 00:00:00,2,2170.726806640625,80.83362076095531,2108.9434194810524,0.76432784499758,2192.803230343776,2179.9623907844593,2114.1290058914683,2171.41845703125,1973.707989501953,1932.7168896484375,1659.7292944335939
CONCORDBIO,2024-12-05 00:00:00,CONCORDBIO-2024-12-05,SEEDED,2024-12-05 00:00:00,0,2171.41845703125,79.9628920322384,inf,,,2179.9623907844593,2114.1290058914683,2171.41845703125,1973.707989501953,1932.7168896484375,1659.7292944335939
CONCORDBIO,2024-12-06 00:00:00,CONCORDBIO-2024-12-05,ACTIVE,2024-12-05 00:00:00,1,2171.41845703125,79.9628920322384,2109.9310024018228,0.7689498599505072,2179.9623907844593,2171.0725767803006,2109.9310024018228,2145.0947265625,1990.1762329101562,1931.6738232421876,1663.584663696289
CONCORDBIO,2024-12-09 00:00:00,CONCORDBIO-2024-12-05,ACTIVE,2024-12-05 00:00:00,2,2171.41845703125,79.9628920322384,2064.395656846601,1.3384058213089758,2171.0725767803006,2158.231823066901,2064.395656846601,2076.001708984375,2003.710870361328,1929.241982421875,1667.088427734375
CONCORDBIO,2024-12-10 00:00:00,CONCORDBIO-2024-12-05,ACTIVE,2024-12-05 00:00:00,3,2171.41845703125,79.9628920322384,2047.2090249811101,1.5533384160250572,2158.231823066901,2083.755744249317,2047.2090249811101,2067.408447265625,2015.7144958496094,1928.479443359375,1670.5330181884765
