Entry_ID,Symbol,Leader_Date,Signal_Date,Pullback_Age,Leader_Close,ATR14_Seed,ATR14_Signal,Pullback_Low,Pullback_Depth_ATR,Close,Prior_High,SMA20,SMA50,SMA200,Median_Traded_Value_20,RS21,RS63,RS126,Composite_RS,RS_Coverage,Resumption_Volume_Ratio,Seed_Membership_OK,Seed_RS_Coverage_OK,Seed_Liquidity_OK,Seed_Trend_OK,Seed_RS_OK,Signal_Membership_OK,Signal_RS_Coverage_OK,Signal_Liquidity_OK,Signal_Trend_OK,Signal_RS_OK,Age_OK,Depth_OK,Resumption_OK,Not_New_Leader_OK,Signal_Qualified,Signal_Rejection_Reason
AAVAS-2024-09-13,AAVAS,2024-09-06 00:00:00,2024-09-13 00:00:00,5,1875.8499755859375,51.626183883334356,56.48147072272281,1770.0,2.0503157046265303,1846.5,1811.0,1745.2024963378906,1736.0680029296875,1593.8395013427735,300733949.67529297,70.79107505070994,35.496957403651116,65.51724137931035,55.09127789046653,0.9820717131474104,2.1738365512836317,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,RS_FAIL
ABB-2024-05-30,ABB,2024-05-21 00:00:00,2024-05-30 00:00:00,7,8337.0712890625,245.61311365067291,214.3157002018126,7907.846028767495,1.7475665444536366,8059.486328125,8043.688418298427,7619.31123046875,6718.563232421875,4990.28703125,2655673278.463867,97.75510204081633,97.75510204081633,95.10204081632652,96.95918367346938,0.9780439121756487,0.8965512410460735,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABB-2024-06-27,ABB,2024-06-14 00:00:00,2024-06-27 00:00:00,8,8796.0849609375,338.2998678460702,315.76632694650687,8031.254794193189,2.2608053961532035,8428.4931640625,8225.607122947127,8142.919677734375,7521.176591796875,5361.098181152343,3558515797.4379883,45.21384928716905,90.4276985743381,94.29735234215886,78.0244399185336,0.9780876494023905,1.5010302560266535,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABB-2026-03-18,ABB,2026-03-12 00:00:00,2026-03-18 00:00:00,4,6308.626953125,192.93878099046995,190.95061649191774,6065.987365074808,1.2575988445898665,6238.24658203125,6238.246578781458,5999.249169921875,5533.70611328125,5344.837348632813,2229167280.320801,94.97991967871486,96.5863453815261,91.56626506024097,94.59839357429719,0.996,0.7639253107177024,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABB-2026-08-25,ABB,2026-08-12 00:00:00,2026-08-25 00:00:00,9,7710.0,202.71286813251953,177.6921237966708,7391.5,1.571187872453104,7627.0,7566.5,7530.041259765625,7252.169736328125,6220.720671386719,1376128600.0,71.0,60.4,83.8,70.6,1.0,0.9731602251571022,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABBOTINDIA-2025-03-17,ABBOTINDIA,2025-03-04 00:00:00,2025-03-17 00:00:00,8,30395.40234375,996.7815781492317,921.4901172267882,28483.059639447834,1.918517302308994,29081.234375,29020.089641713206,28950.609375,27706.58828125,27344.813984375,495605316.6904297,86.49193548387096,95.96774193548387,91.93548387096774,91.91532258064517,0.992,0.34106818384915555,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABCAPITAL-2024-06-28,ABCAPITAL,2024-06-20 00:00:00,2024-06-28 00:00:00,6,243.02000427246094,9.33924617886918,8.269310852334094,232.75999450683594,1.0985907822880956,238.7100067138672,238.39999389648438,233.1405029296875,226.13420135498046,189.73505043029786,1724764378.3321915,47.96747967479675,83.73983739837398,81.30081300813008,72.27642276422763,0.9800796812749004,1.0598670666415249,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABCAPITAL-2025-09-29,ABCAPITAL,2025-09-24 00:00:00,2025-09-29 00:00:00,3,291.95001220703125,7.355624549270786,7.994538067424759,277.70001220703125,1.937293006806975,289.8500061035156,287.95001220703125,286.59750213623045,278.02900146484376,219.6613503265381,1333896173.5685272,69.87951807228916,80.52208835341365,97.79116465863453,82.51004016064257,0.9940119760479041,1.7367462055864622,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABCAPITAL-2025-10-15,ABCAPITAL,2025-10-06 00:00:00,2025-10-15 00:00:00,7,304.04998779296875,8.254336695242637,7.877462457530682,289.8999938964844,1.7142496628032733,303.5,302.3999938964844,294.0800018310547,286.50800170898435,225.56830039978027,1433627900.069809,81.54158215010142,88.64097363083164,95.53752535496957,88.58012170385396,0.9801192842942346,0.7206629510517663,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABCAPITAL-2025-11-17,ABCAPITAL,2025-11-07 00:00:00,2025-11-17 00:00:00,6,338.1000061035156,9.34793901823336,8.422571106616775,322.6000061035156,1.6581195031083227,334.79998779296875,334.1499938964844,321.5074981689453,303.97600036621094,240.6789501953125,1145122826.5551453,87.4493927125506,93.7246963562753,96.96356275303644,92.81376518218623,0.9840637450199203,0.5836071279517351,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABCAPITAL-2025-12-12,ABCAPITAL,2025-12-09 00:00:00,2025-12-12 00:00:00,3,364.04998779296875,8.171804502273064,8.59801548523831,353.25,1.3216160261744676,362.95001220703125,362.25,347.82250061035154,327.005,258.0064504241943,1271395420.6271362,97.17741935483872,96.37096774193549,98.38709677419355,97.21774193548389,0.9880478087649402,1.0087088755730182,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABCAPITAL-2026-08-12,ABCAPITAL,2026-08-05 00:00:00,2026-08-12 00:00:00,5,424.70001220703125,11.347323316563878,10.915389721724898,401.0,2.0885993591489496,410.95001220703125,409.8999938964844,405.51750030517576,390.98900024414064,354.4522494506836,1267818334.6107025,59.199999999999996,71.6,70.8,67.64,1.0,0.7409347373597819,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,RS_FAIL
ABFRL-2024-05-10,ABFRL,2024-04-29 00:00:00,2024-05-10 00:00:00,8,268.8500061035156,10.66277163811869,10.570842157921176,244.0,2.3305390893563294,256.8500061035156,255.35000610351562,250.22250061035157,232.05100006103515,226.5495001220703,1002935435.4922485,85.45081967213115,60.65573770491803,46.31147540983606,63.790983606557376,0.9740518962075848,1.0243924450136814,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,RS_FAIL
ABFRL-2024-07-01,ABFRL,2024-06-18 00:00:00,2024-07-01 00:00:00,9,330.5,13.578164477311018,11.721322656117696,307.04998779296875,1.7270384554713558,322.5,321.25,316.7375,285.86099884033206,241.0454995727539,1468124041.3789978,56.09756097560976,93.90243902439023,77.03252032520325,77.5,0.9800796812749004,0.9594953985214284,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABFRL-2024-07-15,ABFRL,2024-07-04 00:00:00,2024-07-15 00:00:00,7,334.20001220703125,11.735984889528982,10.88379633177241,315.04998779296875,1.6317356058585617,328.04998779296875,327.79998779296875,322.854997253418,300.027998046875,245.9914993286133,1511802087.188675,30.425963488843816,90.26369168356997,75.25354969574036,67.80933062880324,0.9801192842942346,1.3072495947964449,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,RS_FAIL
ABREL-2023-11-28,ABREL,2023-11-21 00:00:00,2023-11-28 00:00:00,4,1236.840576171875,34.178060502395745,36.390399673777,1172.2098284867868,1.8910010320965354,1227.53662109375,1198.3806058433322,1162.9232482910156,1124.206973876953,880.8719189453125,156721628.1973877,74.89795918367346,84.89795918367346,84.28571428571429,81.71428571428572,0.9780439121756487,2.137763411761758,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABREL-2024-04-18,ABREL,2024-04-10 00:00:00,2024-04-18 00:00:00,4,1831.702392578125,75.08862234073968,77.13474063438204,1685.5740934424027,1.9460777755731935,1797.8197021484375,1795.8294134246278,1625.9859375,1513.5129907226562,1225.0937158203126,378238804.69348145,96.10655737704919,77.25409836065575,84.6311475409836,85.12295081967214,0.9740518962075848,1.4934068915619065,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABREL-2024-06-03,ABREL,2024-05-24 00:00:00,2024-06-03 00:00:00,6,2214.71044921875,95.64890320337426,93.97876047058057,1990.2690470719515,2.346513076784353,2103.95751953125,2084.6528142978464,2059.7508239746094,1860.3955639648439,1388.2345593261718,568155911.6574707,68.9795918367347,92.85714285714286,88.9795918367347,84.53061224489797,0.9780439121756487,0.9440168120616768,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABREL-2024-06-24,ABREL,2024-06-18 00:00:00,2024-06-24 00:00:00,4,2347.305419921875,123.17113894401618,119.08116643724337,2180.8279516564903,1.3515947785548377,2318.050048828125,2299.591224045216,2131.309912109375,2024.6562158203126,1467.9363763427734,583296264.9533691,66.80244399185335,95.11201629327903,94.90835030549898,86.55804480651732,0.9780876494023905,2.8951449567804484,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABREL-2024-09-10,ABREL,2024-08-27 00:00:00,2024-09-10 00:00:00,10,2505.181640625,98.16682393658037,103.28801924752773,2275.9872509484953,2.3347438623925867,2478.40234375,2425.791462546549,2317.006384277344,2268.620048828125,1785.161419067383,831060505.5266113,86.61257606490872,73.22515212981745,95.53752535496957,83.93509127789048,0.9820717131474104,4.2049521399072445,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABSLAMC-2024-11-14,ABSLAMC,2024-11-06 00:00:00,2024-11-14 00:00:00,6,783.497314453125,29.657146557529448,27.338549359563434,736.9735927289346,1.5687187448712534,760.8050537109375,755.9628630494398,740.5387878417969,712.9283862304687,583.3899043273926,273016780.9021301,92.90060851926978,89.65517241379311,95.53752535496957,92.39350912778906,0.986,1.064896037025112,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABSLAMC-2025-08-04,ABSLAMC,2025-07-30 00:00:00,2025-08-04 00:00:00,3,858.633544921875,22.535753640191672,24.825744476449575,806.8316297869304,2.298654660590441,842.6344604492188,837.9517876836086,827.2001373291016,769.7581506347656,705.7548608398438,357359370.8076172,94.36619718309859,94.76861167002012,91.54929577464789,93.68209255533199,0.9920159680638723,1.1933762084462791,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABSLAMC-2026-05-04,ABSLAMC,2026-04-17 00:00:00,2026-05-04 00:00:00,10,1042.1351318359375,44.26497866040935,42.09547018816927,972.3343390814548,1.5768852683738581,1014.3807373046875,1004.4788422675205,997.9060119628906,937.8016674804687,827.6656323242188,392135214.8942871,63.394683026584865,91.41104294478528,91.8200408997955,83.12883435582822,0.9702380952380952,0.7678579972837122,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ABSLAMC-2026-07-02,ABSLAMC,2026-06-23 00:00:00,2026-07-02 00:00:00,6,1169.6888427734375,43.367331888641274,44.753559831139626,1095.4491470612033,1.7118806363939336,1162.1771240234375,1156.0310425045936,1105.6046813964845,1050.2722619628905,875.3967135620118,473450568.7327881,90.2,76.6,93.0,85.6,1.0,0.6067966035649035,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ACC-2024-02-06,ACC,2024-01-31 00:00:00,2024-02-06 00:00:00,4,2512.323974609375,82.77239198869817,77.12221594223294,2438.216844747131,0.895312169694973,2496.475341796875,2491.7851262461977,2347.0991943359377,2196.2260131835938,1942.0953759765625,599417873.9676514,64.08163265306122,74.08163265306122,55.91836734693878,65.63265306122449,0.9780439121756487,0.7767671562809386,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,RS_FAIL
ACC-2024-03-01,ACC,2024-02-16 00:00:00,2024-03-01 00:00:00,9,2686.210205078125,76.20503730235455,72.98309920518936,2524.074222662307,2.1276281484191126,2661.573974609375,2628.544600999126,2592.658728027344,2399.72587890625,2021.4385827636718,980817023.170166,75.15274949083503,90.22403258655804,68.63543788187373,79.22606924643584,0.9800399201596807,0.7794961086927846,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ACE-2024-04-08,ACE,2024-04-01 00:00:00,2024-04-08 00:00:00,5,1600.4444580078125,100.28640057775519,87.77205154563833,1547.5912003907354,0.5270231787419506,1583.856201171875,1583.4576725361123,1389.210498046875,1229.3165026855468,860.5479646301269,760005698.9854736,92.40246406570843,99.17864476386036,98.76796714579056,97.02258726899385,0.9720558882235529,0.597378302563532,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ACE-2026-07-31,ACE,2026-07-28 00:00:00,2026-07-31 00:00:00,3,1077.5999755859375,38.24132804247227,37.525837473285115,1032.5999755859375,1.1767373755958814,1070.300048828125,1068.5,1012.7900085449219,967.7550036621094,933.1490029907227,287128305.8060303,74.6,87.4,79.0,81.04,1.0,1.0686824448231969,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ACE-2026-08-17,ACE,2026-08-05 00:00:00,2026-08-17 00:00:00,8,1137.800048828125,39.03242498444717,37.94676296205851,1062.300048828125,1.9342892487485386,1113.699951171875,1092.5,1074.5050048828125,1014.9750036621094,933.3795028686524,364194875.37854004,90.4,87.8,78.8,85.88,1.0,0.8304067392683318,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ACMESOLAR-2026-07-10,ACMESOLAR,2026-07-02 00:00:00,2026-07-10 00:00:00,6,393.25,14.690108560742512,14.14972901685688,361.5,2.1613182685965935,377.0,372.0,362.554997253418,329.1589990234375,270.21842796325683,565680724.375,77.0,90.60000000000001,97.39999999999999,88.56,1.0,0.9932289794997368,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ACUTAAS-2026-05-18,ACUTAAS,2026-05-13 00:00:00,2026-05-18 00:00:00,3,2827.800048828125,106.90987183068596,106.26163836648763,2702.800048828125,1.1692091465413366,2799.10009765625,2769.89990234375,2617.4200073242187,2423.4680029296874,1839.1234063720703,1051231208.9938965,96.76113360323887,97.57085020242914,99.19028340080972,97.81376518218623,0.9801587301587301,0.930165651361424,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENSOL-2025-11-11,ADANIENSOL,2025-11-03 00:00:00,2025-11-11 00:00:00,5,994.5499877929688,26.395025961806784,28.142115376911928,945.2000122070312,1.8696695224829933,989.2999877929688,972.5,955.4000061035156,892.3910046386719,842.8580020141602,1270550146.0387573,78.34008097165992,94.12955465587044,60.93117408906883,79.43319838056681,0.9821073558648111,1.2733650875145683,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENSOL-2025-11-26,ADANIENSOL,2025-11-18 00:00:00,2025-11-26 00:00:00,6,1026.6500244140625,27.93116515658634,26.348480219270243,965.75,2.1803610437533756,991.2000122070312,977.5,988.995004272461,940.4960034179687,855.7415023803711,1268360399.369934,81.78137651821862,94.33198380566802,74.08906882591093,84.49392712550608,0.9840637450199203,0.5049077072899385,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENSOL-2026-02-17,ADANIENSOL,2026-02-11 00:00:00,2026-02-17 00:00:00,4,1033.800048828125,38.05525903276983,37.08302934862085,972.2999877929688,1.6160725901825506,1030.199951171875,1007.5,953.3049987792969,974.8019970703125,906.5052505493164,1565593948.1464233,91.36546184738957,66.86746987951807,93.57429718875501,82.22891566265059,0.9940119760479041,0.8876778450576156,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENSOL-2026-05-04,ADANIENSOL,2026-04-27 00:00:00,2026-05-04 00:00:00,4,1435.800048828125,58.864173649571505,59.27427333503858,1308.0,2.171100703612023,1398.4000244140625,1377.0999755859375,1257.735009765625,1099.0980004882813,961.6115008544922,4592897555.654785,98.3640081799591,98.3640081799591,97.75051124744377,98.1799591002045,0.9702380952380952,1.0871836152222327,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENSOL-2026-06-02,ADANIENSOL,2026-05-27 00:00:00,2026-06-02 00:00:00,3,1540.0999755859375,65.95578002057799,60.49009181466324,1475.5,0.9794437358754989,1530.5999755859375,1524.0,1395.7900024414062,1263.7800048828126,1020.4012512207031,4451800882.574219,87.95180722891565,97.79116465863453,97.59036144578313,94.77911646586345,0.9880952380952381,0.8439346249865619,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENSOL-2026-06-18,ADANIENSOL,2026-06-09 00:00:00,2026-06-18 00:00:00,7,1579.199951171875,61.50302521355725,56.79577363446804,1460.800048828125,1.9251069672203838,1523.300048828125,1496.300048828125,1504.35,1393.202001953125,1063.5925003051757,4195738573.123169,86.37274549098196,95.39078156312625,95.19038076152304,92.625250501002,0.9900793650793651,0.6652955076102752,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENT-2023-12-26,ADANIENT,2023-12-15 00:00:00,2023-12-26 00:00:00,6,2987.81298828125,114.25346452903817,108.62421591151495,2721.368417468217,2.332048064462102,2861.631103515625,2843.805361125997,2760.254150390625,2467.089853515625,2304.8912396240235,9410872515.08252,97.95918367346938,63.6734693877551,45.51020408163266,68.51020408163265,0.9780439121756487,0.6167884596276658,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,RS_FAIL
ADANIENT-2024-02-14,ADANIENT,2024-02-07 00:00:00,2024-02-14 00:00:00,5,3225.545654296875,95.83283569773265,95.24703078344797,3087.9295894526877,1.4360011768643017,3202.926025390625,3189.7436823345943,3081.420556640625,2979.1954833984373,2513.4255554199217,7192241785.944458,63.06122448979592,87.95918367346938,61.836734693877546,72.6530612244898,0.9780439121756487,0.7398993659968569,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENT-2024-03-01,ADANIENT,2024-02-26 00:00:00,2024-03-01 00:00:00,4,3323.315185546875,87.03340385410455,86.54238349131741,3201.0785994141256,1.4044789784122023,3314.3271484375,3300.3460399377336,3228.8813232421876,3071.8228857421873,2594.753074951172,5323397401.544556,71.28309572301426,87.78004073319755,66.80244399185335,76.5376782077393,0.9800399201596807,0.6960781169205866,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENT-2026-06-18,ADANIENT,2026-06-05 00:00:00,2026-06-18 00:00:00,9,3046.837646484375,86.85843136631945,80.31808688467738,2886.199951171875,1.8494197141901123,3013.39990234375,2974.5,2939.3560302734377,2620.3105200195314,2347.351949462891,5233388623.261841,83.56713426853707,95.59118236472945,88.17635270541082,89.75951903807615,0.9900793650793651,1.014697552600014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENT-2026-06-30,ADANIENT,2026-06-24 00:00:00,2026-06-30 00:00:00,3,3069.699951171875,84.13992940313332,79.05964699414388,2955.0,1.3632047469676585,3036.0,3020.0,2985.261608886719,2759.0009521484376,2377.0457849121094,5171981670.102173,57.199999999999996,98.0,90.4,83.48,1.0,1.2171768021677702,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIENT-2026-07-10,ADANIENT,2026-07-03 00:00:00,2026-07-10 00:00:00,5,3212.10009765625,85.90562844246868,88.74690226893767,3026.800048828125,2.1570187214475838,3157.300048828125,3105.0,3059.5650024414062,2885.3592333984375,2406.5537841796877,6359444502.324463,64.60000000000001,96.39999999999999,92.0,85.54,1.0,1.0233319015283902,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIGREEN-2024-01-23,ADANIGREEN,2024-01-10 00:00:00,2024-01-23 00:00:00,8,1723.25,74.61701626645183,73.21614570992577,1562.75,2.1509838912194827,1680.9000244140625,1619.1500244140625,1647.6525085449218,1392.2240087890625,1067.9677529907226,1747248338.0046997,77.75510204081633,99.38775510204081,90.61224489795919,90.26530612244898,0.9780439121756487,1.44942758629152,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIGREEN-2024-03-01,ADANIGREEN,2024-02-27 00:00:00,2024-03-01 00:00:00,3,1979.5,75.33018867680617,80.22701144168731,1855.949951171875,1.6401133595748647,1969.550048828125,1947.3499755859375,1882.3075073242187,1736.2950048828125,1190.9407537841796,3227812481.914551,94.29735234215886,99.18533604887983,95.72301425661914,96.68024439918533,0.9800399201596807,0.5573583488179936,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
ADANIGREEN-2026-05-19,ADANIGREEN,2026-05-14 00:00:00,2026-05-19 00:00:00,3,1414.9000244140625,53.21174110364482,58.52168181024958,1312.4000244140625,1.9262666072202457,1377.800048828125,1374.9000244140625,1306.332501220703,1081.9330029296875,1016.5612496948243,5935994214.131714,96.76113360323887,97.36842105263158,91.29554655870446,95.36437246963563,0.9801587301587301,1.8515597329524869,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
