Reference_ID,Signal_ID,Symbol,Signal_Date,Entry_Date,Entry_Open,Scheduled_Exit_Date
REFERENCE|UPPER|CONCOR|2023-08-09,UPPER|CONCOR|2023-08-09,CONCOR,2023-08-09,2023-08-10,676.3448048701946,2023-09-01
REFERENCE|UPPER|LATENTVIEW|2023-08-09,UPPER|LATENTVIEW|2023-08-09,LATENTVIEW,2023-08-09,2023-08-10,401.0,2023-09-01
REFERENCE|UPPER|SBILIFE|2023-08-09,UPPER|SBILIFE|2023-08-09,SBILIFE,2023-08-09,2023-08-10,1338.1279967164273,2023-09-01
REFERENCE|UPPER|TRENT|2023-08-09,UPPER|TRENT|2023-08-09,TRENT,2023-08-09,2023-08-10,1805.460757238468,2023-09-01
REFERENCE|UPPER|ABBOTINDIA|2023-08-10,UPPER|ABBOTINDIA|2023-08-10,ABBOTINDIA,2023-08-10,2023-08-11,23035.385880268226,2023-09-04
REFERENCE|UPPER|ADANIPOWER|2023-08-10,UPPER|ADANIPOWER|2023-08-10,ADANIPOWER,2023-08-10,2023-08-11,56.75,2023-09-04
REFERENCE|UPPER|RENUKA|2023-08-10,UPPER|RENUKA|2023-08-10,RENUKA,2023-08-10,2023-08-11,47.20000076293945,2023-09-04
REFERENCE|UPPER|TECHM|2023-08-10,UPPER|TECHM|2023-08-10,TECHM,2023-08-10,2023-08-11,1126.9540340849064,2023-09-04
REFERENCE|UPPER|BEL|2023-08-11,UPPER|BEL|2023-08-11,BEL,2023-08-11,2023-08-14,128.29537251765726,2023-09-05
REFERENCE|UPPER|COHANCE|2023-08-11,UPPER|COHANCE|2023-08-11,COHANCE,2023-08-11,2023-08-14,500.0,2023-09-05
REFERENCE|UPPER|ENDURANCE|2023-08-11,UPPER|ENDURANCE|2023-08-11,ENDURANCE,2023-08-11,2023-08-14,1630.4276172776508,2023-09-05
REFERENCE|UPPER|IRCTC|2023-08-11,UPPER|IRCTC|2023-08-11,IRCTC,2023-08-11,2023-08-14,641.2949500356934,2023-09-05
REFERENCE|UPPER|LICI|2023-08-11,UPPER|LICI|2023-08-11,LICI,2023-08-11,2023-08-14,315.2866181394663,2023-09-05
REFERENCE|UPPER|MMTC|2023-08-11,UPPER|MMTC|2023-08-11,MMTC,2023-08-11,2023-08-14,38.5,2023-09-05
REFERENCE|UPPER|NOCIL|2023-08-11,UPPER|NOCIL|2023-08-11,NOCIL,2023-08-11,2023-08-14,226.9447603473649,2023-09-05
REFERENCE|UPPER|SOLARINDS|2023-08-11,UPPER|SOLARINDS|2023-08-11,SOLARINDS,2023-08-11,2023-08-14,4099.979306184291,2023-09-05
REFERENCE|UPPER|UCOBANK|2023-08-11,UPPER|UCOBANK|2023-08-11,UCOBANK,2023-08-11,2023-08-14,28.14978212239329,2023-09-05
REFERENCE|UPPER|SWANCORP|2023-08-14,UPPER|SWANCORP|2023-08-14,SWANCORP,2023-08-14,2023-08-16,274.66691059191066,2023-09-06
REFERENCE|UPPER|FINPIPE|2023-08-16,UPPER|FINPIPE|2023-08-16,FINPIPE,2023-08-16,2023-08-17,200.64591690898644,2023-09-07
REFERENCE|UPPER|METROBRAND|2023-08-16,UPPER|METROBRAND|2023-08-16,METROBRAND,2023-08-16,2023-08-17,1061.8916905844305,2023-09-07
REFERENCE|UPPER|CGPOWER|2023-08-17,UPPER|CGPOWER|2023-08-17,CGPOWER,2023-08-17,2023-08-18,411.56803974579884,2023-09-08
REFERENCE|UPPER|HOMEFIRST|2023-08-17,UPPER|HOMEFIRST|2023-08-17,HOMEFIRST,2023-08-17,2023-08-18,857.4737599073511,2023-09-08
REFERENCE|UPPER|VBL|2023-08-17,UPPER|VBL|2023-08-17,VBL,2023-08-17,2023-08-18,353.21694391536187,2023-09-08
REFERENCE|UPPER|GODFRYPHLP|2023-08-18,UPPER|GODFRYPHLP|2023-08-18,GODFRYPHLP,2023-08-18,2023-08-21,704.3894547513079,2023-09-11
REFERENCE|UPPER|JKPAPER|2023-08-18,UPPER|JKPAPER|2023-08-18,JKPAPER,2023-08-18,2023-08-21,354.9978678990433,2023-09-11
REFERENCE|UPPER|JMFINANCIL|2023-08-18,UPPER|JMFINANCIL|2023-08-18,JMFINANCIL,2023-08-18,2023-08-21,77.52084543939027,2023-09-11
REFERENCE|UPPER|KAJARIACER|2023-08-18,UPPER|KAJARIACER|2023-08-18,KAJARIACER,2023-08-18,2023-08-21,1438.3729413544775,2023-09-11
REFERENCE|UPPER|EIHOTEL|2023-08-22,UPPER|EIHOTEL|2023-08-22,EIHOTEL,2023-08-22,2023-08-23,235.04683801519067,2023-09-13
REFERENCE|UPPER|ADANIENT|2023-08-23,UPPER|ADANIENT|2023-08-23,ADANIENT,2023-08-23,2023-08-24,2576.561817889392,2023-09-14
REFERENCE|UPPER|CROMPTON|2023-08-23,UPPER|CROMPTON|2023-08-23,CROMPTON,2023-08-23,2023-08-24,303.03944810208117,2023-09-14
REFERENCE|UPPER|HCLTECH|2023-08-23,UPPER|HCLTECH|2023-08-23,HCLTECH,2023-08-23,2023-08-24,1056.2331006064105,2023-09-14
REFERENCE|UPPER|INDHOTEL|2023-08-23,UPPER|INDHOTEL|2023-08-23,INDHOTEL,2023-08-23,2023-08-24,399.876195665755,2023-09-14
REFERENCE|UPPER|LEMONTREE|2023-08-23,UPPER|LEMONTREE|2023-08-23,LEMONTREE,2023-08-23,2023-08-24,107.4000015258789,2023-09-14
REFERENCE|UPPER|MEDANTA|2023-08-23,UPPER|MEDANTA|2023-08-23,MEDANTA,2023-08-23,2023-08-24,714.4893474896506,2023-09-14
REFERENCE|UPPER|PAYTM|2023-08-23,UPPER|PAYTM|2023-08-23,PAYTM,2023-08-23,2023-08-24,926.0,2023-09-14
REFERENCE|UPPER|SONACOMS|2023-08-23,UPPER|SONACOMS|2023-08-23,SONACOMS,2023-08-23,2023-08-24,580.7710483207767,2023-09-14
REFERENCE|UPPER|AXISBANK|2023-08-24,UPPER|AXISBANK|2023-08-24,AXISBANK,2023-08-24,2023-08-25,971.6684508890794,2023-09-15
REFERENCE|UPPER|FEDERALBNK|2023-08-24,UPPER|FEDERALBNK|2023-08-24,FEDERALBNK,2023-08-24,2023-08-25,137.86530295529238,2023-09-15
REFERENCE|UPPER|JUBLINGREA|2023-08-24,UPPER|JUBLINGREA|2023-08-24,JUBLINGREA,2023-08-24,2023-08-25,465.86995816296763,2023-09-15
REFERENCE|UPPER|RALLIS|2023-08-24,UPPER|RALLIS|2023-08-24,RALLIS,2023-08-24,2023-08-25,222.40614427441557,2023-09-15
REFERENCE|UPPER|RCF|2023-08-24,UPPER|RCF|2023-08-24,RCF,2023-08-24,2023-08-25,115.1721904791075,2023-09-15
REFERENCE|UPPER|TRIDENT|2023-08-24,UPPER|TRIDENT|2023-08-24,TRIDENT,2023-08-24,2023-08-25,35.407622643805624,2023-09-15
REFERENCE|UPPER|IBREALEST|2023-08-25,UPPER|IBREALEST|2023-08-25,IBREALEST,2023-08-25,2023-08-28,72.3499984741211,2023-09-18
REFERENCE|UPPER|ZYDUSWELL|2023-08-25,UPPER|ZYDUSWELL|2023-08-25,ZYDUSWELL,2023-08-25,2023-08-28,322.76845736017924,2023-09-18
REFERENCE|UPPER|IDEA|2023-08-28,UPPER|IDEA|2023-08-28,IDEA,2023-08-28,2023-08-29,9.0,2023-09-20
REFERENCE|UPPER|NSLNISP|2023-08-28,UPPER|NSLNISP|2023-08-28,NSLNISP,2023-08-28,2023-08-29,54.20000076293945,2023-09-20
REFERENCE|UPPER|BERGEPAINT|2023-08-29,UPPER|BERGEPAINT|2023-08-29,BERGEPAINT,2023-08-29,2023-08-30,590.9959320887607,2023-09-21
REFERENCE|UPPER|CHEMPLASTS|2023-08-29,UPPER|CHEMPLASTS|2023-08-29,CHEMPLASTS,2023-08-29,2023-08-30,529.9500122070312,2023-09-21
REFERENCE|UPPER|CSBBANK|2023-08-29,UPPER|CSBBANK|2023-08-29,CSBBANK,2023-08-29,2023-08-30,329.79998779296875,2023-09-21
REFERENCE|UPPER|JAMNAAUTO|2023-08-29,UPPER|JAMNAAUTO|2023-08-29,JAMNAAUTO,2023-08-29,2023-08-30,110.70102510390478,2023-09-21
REFERENCE|UPPER|NETWORK18|2023-08-29,UPPER|NETWORK18|2023-08-29,NETWORK18,2023-08-29,2023-08-30,69.55000305175781,2023-09-21
REFERENCE|UPPER|NMDC|2023-08-29,UPPER|NMDC|2023-08-29,NMDC,2023-08-29,2023-08-30,36.28026304549504,2023-09-21
REFERENCE|UPPER|AAVAS|2023-08-30,UPPER|AAVAS|2023-08-30,AAVAS,2023-08-30,2023-08-31,1607.300048828125,2023-09-22
REFERENCE|UPPER|ATUL|2023-08-30,UPPER|ATUL|2023-08-30,ATUL,2023-08-30,2023-08-31,7218.790482467088,2023-09-22
REFERENCE|UPPER|CHAMBLFERT|2023-08-30,UPPER|CHAMBLFERT|2023-08-30,CHAMBLFERT,2023-08-30,2023-08-31,263.7416977109821,2023-09-22
REFERENCE|UPPER|DEEPAKFERT|2023-08-30,UPPER|DEEPAKFERT|2023-08-30,DEEPAKFERT,2023-08-30,2023-08-31,592.7778975465154,2023-09-22
REFERENCE|UPPER|GNFC|2023-08-30,UPPER|GNFC|2023-08-30,GNFC,2023-08-30,2023-08-31,547.4353081419196,2023-09-22
REFERENCE|UPPER|GSFC|2023-08-30,UPPER|GSFC|2023-08-30,GSFC,2023-08-30,2023-08-31,158.93538258412232,2023-09-22
REFERENCE|UPPER|IRB|2023-08-30,UPPER|IRB|2023-08-30,IRB,2023-08-30,2023-08-31,14.274268968406918,2023-09-22
REFERENCE|UPPER|NAZARA|2023-08-30,UPPER|NAZARA|2023-08-30,NAZARA,2023-08-30,2023-08-31,188.78750610351562,2023-09-22
REFERENCE|UPPER|NBCC|2023-08-30,UPPER|NBCC|2023-08-30,NBCC,2023-08-30,2023-08-31,33.25451685892013,2023-09-22
REFERENCE|UPPER|PRESTIGE|2023-08-30,UPPER|PRESTIGE|2023-08-30,PRESTIGE,2023-08-30,2023-08-31,600.5122393415651,2023-09-22
REFERENCE|UPPER|RITES|2023-08-30,UPPER|RITES|2023-08-30,RITES,2023-08-30,2023-08-31,231.294622156109,2023-09-22
REFERENCE|UPPER|HINDCOPPER|2023-08-31,UPPER|HINDCOPPER|2023-08-31,HINDCOPPER,2023-08-31,2023-09-01,156.9811504512399,2023-09-25
REFERENCE|UPPER|KNRCON|2023-08-31,UPPER|KNRCON|2023-08-31,KNRCON,2023-08-31,2023-09-01,275.59614991194843,2023-09-25
REFERENCE|UPPER|KPRMILL|2023-08-31,UPPER|KPRMILL|2023-08-31,KPRMILL,2023-08-31,2023-09-01,747.8958433742954,2023-09-25
REFERENCE|UPPER|LTTS|2023-08-31,UPPER|LTTS|2023-08-31,LTTS,2023-08-31,2023-09-01,4253.378811210681,2023-09-25
REFERENCE|UPPER|M&M|2023-08-31,UPPER|M&M|2023-08-31,M&M,2023-08-31,2023-09-01,1536.9196344922045,2023-09-25
REFERENCE|UPPER|MSUMI|2023-08-31,UPPER|MSUMI|2023-08-31,MSUMI,2023-08-31,2023-09-01,40.078442069039035,2023-09-25
REFERENCE|UPPER|TVSMOTOR|2023-08-31,UPPER|TVSMOTOR|2023-08-31,TVSMOTOR,2023-08-31,2023-09-01,1403.3147354109485,2023-09-25
REFERENCE|UPPER|WELSPUNLIV|2023-08-31,UPPER|WELSPUNLIV|2023-08-31,WELSPUNLIV,2023-08-31,2023-09-01,123.21157756996332,2023-09-25
REFERENCE|UPPER|ZENSARTECH|2023-08-31,UPPER|ZENSARTECH|2023-08-31,ZENSARTECH,2023-08-31,2023-09-01,502.7830959170112,2023-09-25
REFERENCE|UPPER|ACI|2023-09-01,UPPER|ACI|2023-09-01,ACI,2023-09-01,2023-09-04,663.925050591923,2023-09-26
REFERENCE|UPPER|COFORGE|2023-09-01,UPPER|COFORGE|2023-09-01,COFORGE,2023-09-01,2023-09-04,1057.0604218895546,2023-09-26
REFERENCE|UPPER|COROMANDEL|2023-09-01,UPPER|COROMANDEL|2023-09-01,COROMANDEL,2023-09-01,2023-09-04,1101.6369377223186,2023-09-26
REFERENCE|UPPER|HFCL|2023-09-01,UPPER|HFCL|2023-09-01,HFCL,2023-09-01,2023-09-04,74.99518302330544,2023-09-26
REFERENCE|UPPER|INDUSTOWER|2023-09-01,UPPER|INDUSTOWER|2023-09-01,INDUSTOWER,2023-09-01,2023-09-04,176.21814624732312,2023-09-26
REFERENCE|UPPER|KPITTECH|2023-09-01,UPPER|KPITTECH|2023-09-01,KPITTECH,2023-09-01,2023-09-04,1175.8595877662144,2023-09-26
REFERENCE|UPPER|MASTEK|2023-09-01,UPPER|MASTEK|2023-09-01,MASTEK,2023-09-01,2023-09-04,2289.0423049844608,2023-09-26
REFERENCE|UPPER|OFSS|2023-09-01,UPPER|OFSS|2023-09-01,OFSS,2023-09-01,2023-09-04,3744.480778400564,2023-09-26
REFERENCE|UPPER|STLTECH|2023-09-01,UPPER|STLTECH|2023-09-01,STLTECH,2023-09-01,2023-09-04,169.89999389648438,2023-09-26
REFERENCE|UPPER|TTML|2023-09-01,UPPER|TTML|2023-09-01,TTML,2023-09-01,2023-09-04,92.4000015258789,2023-09-26
REFERENCE|UPPER|VOLTAS|2023-09-01,UPPER|VOLTAS|2023-09-01,VOLTAS,2023-09-01,2023-09-04,864.214356618939,2023-09-26
REFERENCE|UPPER|AVANTIFEED|2023-09-04,UPPER|AVANTIFEED|2023-09-04,AVANTIFEED,2023-09-04,2023-09-05,423.0139300694844,2023-09-27
REFERENCE|UPPER|CLEAN|2023-09-04,UPPER|CLEAN|2023-09-04,CLEAN,2023-09-04,2023-09-05,1429.672657169708,2023-09-27
REFERENCE|UPPER|GAIL|2023-09-04,UPPER|GAIL|2023-09-04,GAIL,2023-09-04,2023-09-05,111.2665379953426,2023-09-27
REFERENCE|UPPER|HUDCO|2023-09-04,UPPER|HUDCO|2023-09-04,HUDCO,2023-09-04,2023-09-05,68.73437923577269,2023-09-27
REFERENCE|UPPER|INDIACEM|2023-09-04,UPPER|INDIACEM|2023-09-04,INDIACEM,2023-09-04,2023-09-05,258.79998779296875,2023-09-27
REFERENCE|UPPER|MARUTI|2023-09-04,UPPER|MARUTI|2023-09-04,MARUTI,2023-09-04,2023-09-05,10042.512597077191,2023-09-27
REFERENCE|UPPER|MCX|2023-09-04,UPPER|MCX|2023-09-04,MCX,2023-09-04,2023-09-05,358.3489633964092,2023-09-27
REFERENCE|UPPER|NHPC|2023-09-04,UPPER|NHPC|2023-09-04,NHPC,2023-09-04,2023-09-05,48.675219357757,2023-09-27
REFERENCE|UPPER|PHOENIXLTD|2023-09-04,UPPER|PHOENIXLTD|2023-09-04,PHOENIXLTD,2023-09-04,2023-09-05,921.9222938114846,2023-09-27
REFERENCE|UPPER|PRINCEPIPE|2023-09-04,UPPER|PRINCEPIPE|2023-09-04,PRINCEPIPE,2023-09-04,2023-09-05,732.5861095479992,2023-09-27
REFERENCE|UPPER|SUMICHEM|2023-09-04,UPPER|SUMICHEM|2023-09-04,SUMICHEM,2023-09-04,2023-09-05,437.3962825294188,2023-09-27
REFERENCE|UPPER|DIXON|2023-09-05,UPPER|DIXON|2023-09-05,DIXON,2023-09-05,2023-09-06,5122.714607973595,2023-09-28
REFERENCE|UPPER|DLF|2023-09-05,UPPER|DLF|2023-09-05,DLF,2023-09-05,2023-09-06,507.12125777936967,2023-09-28
REFERENCE|UPPER|GPPL|2023-09-05,UPPER|GPPL|2023-09-05,GPPL,2023-09-05,2023-09-06,116.02309591380185,2023-09-28
REFERENCE|UPPER|GRASIM|2023-09-05,UPPER|GRASIM|2023-09-05,GRASIM,2023-09-05,2023-09-06,1828.213559875171,2023-09-28
REFERENCE|UPPER|INTELLECT|2023-09-05,UPPER|INTELLECT|2023-09-05,INTELLECT,2023-09-05,2023-09-06,716.7147676515098,2023-09-28
REFERENCE|UPPER|IRCTC|2023-09-05,UPPER|IRCTC|2023-09-05,IRCTC,2023-09-05,2023-09-06,680.3528162146654,2023-09-28
REFERENCE|UPPER|ITI|2023-09-05,UPPER|ITI|2023-09-05,ITI,2023-09-05,2023-09-06,127.0,2023-09-28
REFERENCE|UPPER|JKCEMENT|2023-09-05,UPPER|JKCEMENT|2023-09-05,JKCEMENT,2023-09-05,2023-09-06,3384.397784654816,2023-09-28
REFERENCE|UPPER|OBEROIRLTY|2023-09-05,UPPER|OBEROIRLTY|2023-09-05,OBEROIRLTY,2023-09-05,2023-09-06,1132.9226444471979,2023-09-28
REFERENCE|UPPER|RAIN|2023-09-05,UPPER|RAIN|2023-09-05,RAIN,2023-09-05,2023-09-06,172.4577037691845,2023-09-28
REFERENCE|UPPER|RENUKA|2023-09-05,UPPER|RENUKA|2023-09-05,RENUKA,2023-09-05,2023-09-06,51.45000076293945,2023-09-28
REFERENCE|UPPER|TATAPOWER|2023-09-05,UPPER|TATAPOWER|2023-09-05,TATAPOWER,2023-09-05,2023-09-06,256.6861857293879,2023-09-28
REFERENCE|UPPER|TORNTPOWER|2023-09-05,UPPER|TORNTPOWER|2023-09-05,TORNTPOWER,2023-09-05,2023-09-06,672.0274794621479,2023-09-28
REFERENCE|UPPER|TRIVENI|2023-09-05,UPPER|TRIVENI|2023-09-05,TRIVENI,2023-09-05,2023-09-06,326.0321462898158,2023-09-28
REFERENCE|UPPER|UCOBANK|2023-09-05,UPPER|UCOBANK|2023-09-05,UCOBANK,2023-09-05,2023-09-06,33.41277342874932,2023-09-28
REFERENCE|UPPER|ULTRACEMCO|2023-09-05,UPPER|ULTRACEMCO|2023-09-05,ULTRACEMCO,2023-09-05,2023-09-06,8214.037621307983,2023-09-28
REFERENCE|UPPER|WIPRO|2023-09-05,UPPER|WIPRO|2023-09-05,WIPRO,2023-09-05,2023-09-06,200.575406046234,2023-09-28
REFERENCE|UPPER|YESBANK|2023-09-05,UPPER|YESBANK|2023-09-05,YESBANK,2023-09-05,2023-09-06,18.149999618530273,2023-09-28
