Entry_ID,Symbol,Seed_Date,Signal_Date,Base_Age,Original_Pivot,Active_Pivot,ATR14_Seed,ATR14_Signal,Base_Low,Base_Depth_ATR,Initial_TR_Mean,Final_TR_Mean,Contraction_Ratio,Final_5_Prebreakout_Low,Close,SMA50,SMA200,Median_Traded_Value_20,RS21,RS63,RS126,Composite_RS,RS_Coverage,Breakout_Volume_Ratio,Signal_Extension_ATR,Membership_OK,RS_Coverage_OK,Liquidity_OK,Trend_OK,RS_OK,Contraction_OK,Extension_OK,Signal_Qualified,Signal_Rejection_Reason,Entry_Date,Entry_Open,Structural_Stop,Initial_Risk
RATNAMANI-2023-11-23,RATNAMANI,2023-11-08,2023-11-23,10,3341.2168616871436,3517.38419777787,125.31505046491888,111.86564026886437,3235.4867140193987,2.2495101962025448,127.8125240083521,93.998657773203,0.7354416830627688,3322.2890947201367,3522.16552734375,2810.84146484375,2416.7953283691404,122506600.93811035,98.77551020408163,93.6734693877551,80.20408163265306,91.16326530612245,0.9780439121756487,0.5055683085197088,0.042741717245689224,True,True,True,True,True,True,True,True,,2023-11-24,3524.0385638949574,3294.3226846529205,229.71587924203686
BLUESTARCO-2023-11-24,BLUESTARCO,2023-11-03,2023-11-24,14,964.575879285942,985.3368554346033,38.6352799443106,33.66159561260272,899.679011979288,2.217088722503982,39.7369742562568,23.57189701601128,0.5931980845849066,946.9708526111125,996.0379638671875,892.2809423828126,766.333264465332,195108811.02017212,76.53061224489795,93.46938775510203,72.6530612244898,82.14285714285714,0.9780439121756487,1.7015122463448564,0.31790259011304134,True,True,True,True,True,True,True,True,,2023-11-28,996.1365336174207,938.5554537079618,57.581079909458936
JSL-2023-12-13,JSL,2023-11-24,2023-12-13,12,540.9544313984402,548.2144536675096,22.257217984881283,20.23271573650616,486.57740607240794,2.7693060128615357,22.11628906874696,14.60916437933447,0.6605612873806672,520.7050913956056,552.4619140625,480.4336669921875,374.0090298461914,1030853592.9098511,87.14285714285714,69.18367346938776,91.42857142857143,81.24489795918367,0.9780439121756487,1.4555155032646752,0.209930315351916,True,True,True,True,True,True,True,True,,2023-12-14,558.042889917752,515.646912461479,42.39597745627293
MINDACORP-2023-12-19,MINDACORP,2023-11-29,2023-12-19,14,372.4473297472005,387.924609171875,13.714848432443242,12.782910239745167,358.35900184767104,2.155737080860831,12.58025917720696,9.564170856433133,0.7602522906492732,371.15751380953725,397.8955993652344,349.0389038085938,296.2377705383301,269434449.651062,86.3265306122449,69.59183673469389,75.10204081632654,76.26530612244898,0.9780439121756487,2.966069295417655,0.7800250495663478,True,True,True,True,True,True,True,True,,2023-12-20,397.84597873996216,367.96178624960095,29.884192490361215
HAL-2024-01-03,HAL,2023-12-11,2024-01-03,16,2727.3104465689926,2772.7819648379414,76.53083139018686,78.60720358530024,2506.255816437281,3.482598366686968,71.5422007160627,52.76221639934838,0.7374978106803217,2664.7267789370194,2782.57421875,2281.6972143554685,1834.0986138916016,4448741523.170898,84.48979591836735,94.6938775510204,80.61224489795919,87.40816326530611,0.9780439121756487,1.278559989274103,0.12457196625030201,True,True,True,True,True,True,True,True,,2024-01-04,2788.391312973444,2645.0749780406945,143.31633493274967
PRESTIGE-2024-01-03,PRESTIGE,2023-12-08,2024-01-03,17,1188.4916267447838,1227.161429247194,53.111673506250284,57.68071604324892,1037.5507899760044,3.570036994764926,87.7839703735805,41.13130011362223,0.4685513760494151,1114.2420033492774,1254.0205078125,973.4838012695312,650.4548908996582,943110557.069458,84.28571428571429,100.0,96.93877551020408,94.36734693877551,0.9780439121756487,0.897008293930703,0.4656509212744002,True,True,True,True,True,True,True,True,,2024-01-04,1240.3666984343708,1099.8218243384651,140.5448740959057
HDFCAMC-2024-01-04,HDFCAMC,2023-12-19,2024-01-04,11,1478.116255707221,1552.796044054422,31.13434728129518,33.86795180703203,1439.3489643308699,3.6437918128994675,50.036616042220246,22.679973852363446,0.45326753977979606,1501.381534804988,1569.73779296875,1391.4278881835937,1121.7974487304687,1206242859.6586914,70.20408163265306,74.89795918367346,73.06122448979592,72.93877551020408,0.9780439121756487,1.5060598328364896,0.5002295093265816,True,True,True,True,True,True,True,True,,2024-01-05,1575.7072746159236,1492.91454685323,82.79272776269363
FSL-2024-01-05,FSL,2023-12-15,2024-01-05,14,183.4521783055884,183.4521783055884,5.334979555098352,5.856062325933771,163.7660195006754,3.6900157913632476,8.8730363290799,4.346172264639682,0.489817927420834,172.89584377801393,183.7850341796875,163.86778778076172,139.56417625427247,325633910.04052734,77.55102040816327,64.28571428571429,75.71428571428571,71.6938775510204,0.9780439121756487,3.746499348762918,0.05683953748665415,True,True,True,True,True,True,True,True,,2024-01-08,184.83117924401816,171.4318281965305,13.39935104748767
SWSOLAR-2024-01-11,SWSOLAR,2023-12-12,2024-01-11,21,444.3500061035156,461.0,18.51851917070922,17.76549081890831,408.3500061035156,2.8430995702810287,24.0199951171875,13.329998779296876,0.5549542668207539,435.6000061035156,469.0,372.2320001220703,335.69374908447264,654189763.5483398,68.36734693877551,89.18367346938776,86.12244897959184,82.0204081632653,0.9780439121756487,3.427210593879527,0.45031122874946833,True,True,True,True,True,True,True,True,,2024-01-12,475.20001220703125,431.15863339878854,44.04137880824271
BEL-2024-01-15,BEL,2023-12-26,2024-01-15,14,180.2133982569171,184.26698135015005,5.1059897966226355,4.536577398773181,174.93887154608558,1.826895504224188,4.532197923907273,3.438209542955684,0.7586185777146188,177.8203481829935,184.26699829101562,157.09335998535155,128.48211944580078,3561710954.1038895,86.12244897959184,85.10204081632654,76.73469387755102,82.89795918367346,0.9780439121756487,1.2256537345139293,3.7342833790269424e-06,True,True,True,True,True,True,True,True,,2024-01-16,184.51120766337522,176.68620383330023,7.825003830074991
HCLTECH-2024-02-06,HCLTECH,2024-01-15,2024-02-06,14,1452.56507457106,1458.6191444768338,32.338931396624425,37.67787909099686,1360.1431779705867,3.0451212286045433,45.16766856222448,32.355536703904406,0.7163428561589436,1397.5683449819248,1467.521484375,1313.2586987304687,1111.0780694580078,4071035941.812744,81.83673469387756,63.87755102040816,73.06122448979592,72.02040816326532,0.9780439121756487,1.6726170297876934,0.23627497388231344,True,True,True,True,True,True,True,True,,2024-02-07,1471.3625945906078,1388.1488752091757,83.21371938143216
ACC-2024-02-09,ACC,2024-01-25,2024-02-09,10,2531.5295470370797,2551.5249875425243,77.96785842351723,77.6146240194464,2424.146237390213,1.6337341146449935,86.4793660101218,57.13278841651627,0.6606522579019518,2438.216844747131,2595.021484375,2238.394304199219,1954.0611566162108,599417873.9676514,82.24489795918367,82.6530612244898,60.0,75.73469387755102,0.9780439121756487,7.507505250903894,0.5604162537922961,True,True,True,True,True,True,True,True,,2024-02-12,2612.7456655513874,2418.813188742269,193.93247680911827
JBMA-2024-02-12,JBMA,2024-01-08,2024-02-12,23,960.1895497057682,1023.0812676816474,40.23071964076865,47.04495974935082,880.4835333581073,3.5444987212964434,47.63901439046499,37.07139535572692,0.7781730128141947,966.975195442439,1031.1890869140625,828.7571789550781,655.6119085693359,294332886.15283203,74.48979591836735,97.14285714285714,81.42857142857143,85.63265306122449,0.9780439121756487,3.166912366912367,0.1723419315397958,True,True,True,True,True,True,True,True,,2024-02-13,1047.7041087618961,955.2139555051014,92.49015325679477
AMBUJACEM-2024-02-23,AMBUJACEM,2024-01-29,2024-02-23,19,572.2201867106238,589.8147844848891,17.810463588566954,16.436890613849517,540.6881968375662,2.758299210069893,19.957043911461504,13.146536796313512,0.6587416881296404,566.4376274587786,595.9926147460938,538.3050366210938,457.7523765563965,1807230422.6140747,83.09572301425662,87.37270875763747,59.47046843177189,77.71894093686355,0.9800399201596807,1.5064084900960693,0.3758515163445407,True,True,True,True,True,True,True,True,,2024-02-26,595.9925631743444,562.3284048053163,33.66415836902809
BOSCHLTD-2024-03-26,BOSCHLTD,2024-03-05,2024-03-26,13,29506.4129701762,29719.103541208726,770.4354120051029,744.7192286278168,27424.868268985105,2.9778424465884044,921.360573767699,519.8588268546497,0.5642295119366816,28658.188773629183,29926.18359375,26044.1378125,20838.91783203125,1157333359.9472656,92.26069246435846,95.72301425661914,90.020366598778,92.97352342158858,0.9800399201596807,1.0006539886898427,0.27806459747632645,True,True,True,True,True,True,True,True,,2024-03-27,29945.352139077313,28472.00896647223,1473.343172605084
DIXON-2024-03-26,DIXON,2024-03-04,2024-03-26,14,7175.040498561426,7230.196365488754,213.36880935018286,206.0989293196631,6498.28395477415,3.4302689926594803,196.04271679484935,154.81577081236975,0.789704271311329,6833.6147189058765,7239.83837890625,6560.70375,5465.733822021484,1980917932.557373,90.63136456211812,65.17311608961303,85.5397148676171,78.92057026476579,0.9800399201596807,0.6443337280715792,0.0467834231323978,True,True,True,True,True,True,True,True,,2024-03-27,7249.181117402561,6782.089986575961,467.0911308265995
OFSS-2024-03-26,OFSS,2024-03-07,2024-03-26,11,7540.218728748931,7821.684318088599,263.6236776700227,310.65620608281966,7108.57773346008,2.7050172083598403,417.234536700569,278.1474116029782,0.6666452250154749,7309.785663422202,7881.30419921875,6573.15162109375,4360.630726318359,2019375019.5446777,94.70468431771894,100.0,98.77800407331976,98.04480651731161,0.9800399201596807,1.8855150256631275,0.1919159506964964,True,True,True,True,True,True,True,True,,2024-03-27,7908.912071265515,7232.121611901497,676.7904593640178
CESC-2024-04-29,CESC,2024-04-09,2024-04-29,12,131.50801586595423,132.95714675623103,5.088643842604312,4.716789818255323,120.91130233743102,2.3672013195238812,5.307415203966244,3.486955770366387,0.6569969818378967,127.29651435763853,133.5005645751953,117.70420852661132,95.32392520904541,731179778.1212692,92.62295081967213,68.44262295081968,87.09016393442623,81.29098360655738,0.9740518962075848,3.0941890063477637,0.11520925033825004,True,True,True,True,True,True,True,True,,2024-04-30,134.6779820403948,126.1173169030747,8.5606651373201
TATAPOWER-2024-04-29,TATAPOWER,2024-04-09,2024-04-29,12,428.94131684317455,436.85826014617675,11.939125954962078,11.083461232365284,410.30450188621376,2.224095663294921,14.506212877729684,6.6089306971692166,0.45559311399017305,419.69665271489134,440.5954284667969,393.6612091064453,303.93881561279295,6212614655.457413,75.81967213114754,85.04098360655738,90.77868852459017,83.99590163934425,0.9740518962075848,1.5350792394479935,0.3371842281278582,True,True,True,True,True,True,True,True,,2024-04-30,444.18512539515183,416.9257874068,27.25933798835183
KPIL-2024-04-30,KPIL,2024-04-10,2024-04-30,12,1179.105250884236,1195.726063914963,49.5969068623319,52.276056751246166,1080.357514786178,2.3261238739951713,62.787826413569654,33.926110855049004,0.5403294363398591,1135.6464262681252,1198.31689453125,1047.4648046875,751.2992059326172,308077431.64172363,77.45901639344262,99.18032786885246,88.11475409836066,89.34426229508196,0.9740518962075848,7.777506550795603,0.04956055940897136,True,True,True,True,True,True,True,True,,2024-05-02,1204.5253338303362,1122.5774120803137,81.94792175002249
PNB-2024-04-30,PNB,2024-04-03,2024-04-30,17,127.5894393279869,129.59615467855187,4.15872396044049,3.886479346984955,116.90253778647262,3.052286473645812,3.5280756015298578,2.744061143995407,0.7777784418240687,123.34266824599993,131.6495361328125,119.49633010864258,85.55679197311402,5145804514.6371765,76.63934426229508,92.21311475409836,94.05737704918032,88.09426229508196,0.9740518962075848,2.3160420241262183,0.5283397313956136,True,True,True,True,True,True,True,True,,2024-05-02,131.69618788258555,122.37104840925369,9.325139473331859
PRESTIGE-2024-05-21,PRESTIGE,2024-05-06,2024-05-21,10,1560.7361994319322,1584.6555766719837,64.63343313004073,77.29047500944723,1416.8714888561594,2.5959333999518046,113.1384159174595,75.51528174432406,0.6674592456678594,1422.1536067268737,1593.525634765625,1279.958204345703,993.8073944091797,1510811297.320984,95.10204081632652,91.42857142857143,90.61224489795919,92.28571428571429,0.9780439121756487,0.8274922221655531,0.11476262880461181,True,True,True,True,True,True,True,True,,2024-05-22,1594.5720375358862,1402.8309879745118,191.74104956137444
ARE&M-2024-05-24,ARE&M,2024-04-23,2024-05-24,21,1170.9356907641736,1175.229110054384,49.8135289185214,53.093227310855596,988.806295656974,3.7424133251498097,58.02961698537374,38.67010924745146,0.6663857398403679,1082.237283767928,1180.83984375,940.9434631347656,758.5588507080079,1062727417.1671753,58.57142857142858,92.85714285714286,93.26530612244898,82.69387755102042,0.9780439121756487,5.82528490210401,0.10567701343084307,True,True,True,True,True,True,True,True,,2024-05-27,1195.3301374506366,1068.963976940214,126.36616051042256
GODREJPROP-2024-06-03,GODREJPROP,2024-05-06,2024-06-03,19,2836.2903198102626,2911.924733521043,98.52236326112426,107.0589946583416,2613.516937353073,3.028833112509372,123.78165643653274,88.04446999436932,0.711288510180124,2694.9235618301714,2950.48828125,2588.58060546875,2086.6801165771485,2008667844.7869873,89.59183673469387,78.57142857142857,81.22448979591836,82.6734693877551,0.9780439121756487,2.840616950786344,0.3602083865258145,True,True,True,True,True,True,True,True,,2024-06-04,2935.759399137498,2668.158813165586,267.6005859719121
SUMICHEM-2024-07-02,SUMICHEM,2024-06-06,2024-07-02,17,496.89787804206196,507.5812104866216,22.3176974185162,19.540522873477357,466.43803480724785,1.8435224256261642,16.695768440148573,11.508153829734772,0.6892856636691808,472.5498734478172,509.4197082519531,440.7931427001953,402.4371319580078,364453596.91763306,60.16260162601627,92.07317073170732,59.756097560975604,72.8048780487805,0.9800796812749004,5.071804610847327,0.09408641607164621,True,True,True,True,True,True,True,True,,2024-07-03,512.5998720435008,467.6647427294479,44.935129314052915
COCHINSHIP-2024-07-03,COCHINSHIP,2024-06-18,2024-07-03,11,2304.5194150586476,2396.6687918035104,129.3270809059242,122.89434554432793,2080.933122525029,2.441373199385484,126.1461267819158,91.40882067133944,0.7246264550743522,2151.9575922771946,2405.010009765625,1725.4169287109376,956.2153591918945,9364425086.970825,90.85365853658537,99.79674796747967,100.0,97.17479674796749,0.9800796812749004,2.214382168020596,0.06787308175302416,True,True,True,True,True,True,True,True,,2024-07-04,2417.497423311766,2121.2340058911127,296.26341742065324
LLOYDSME-2024-07-04,LLOYDSME,2024-06-18,2024-07-04,12,772.8398557755578,772.8398557755578,30.604577375425894,27.772778122604564,694.6982152349433,2.5532664471086193,28.32449741655821,21.20348917436859,0.7485918942368681,724.0699071487937,773.039306640625,708.5043920898438,609.9423736572265,335635062.7809448,77.48478701825557,78.90466531440163,56.99797160243407,71.90669371196753,0.9820717131474104,8.99541118581933,0.007181523727540631,True,True,True,True,True,True,True,True,,2024-07-05,776.928974377467,717.1267126181426,59.802261759324324
EMAMILTD-2024-07-09,EMAMILTD,2024-06-05,2024-07-09,23,716.5213082549568,745.3744664819558,32.20801357520968,33.32256852248258,650.3512731796387,2.9502966111345614,40.59646968128531,28.997473399171078,0.714285592486844,686.6581564259983,747.3461303710938,598.7482379150391,502.67489486694336,454511555.98187256,53.54969574036511,97.3630831643002,70.58823529411765,76.1866125760649,0.9820717131474104,5.392890530177801,0.05916902497500154,True,True,True,True,True,True,True,True,,2024-07-10,759.8011098367977,678.3275142953777,81.47359554141997
NCC-2024-07-31,NCC,2024-07-03,2024-07-31,19,336.6030560931316,338.63658706819587,14.313936760446053,14.923615930616133,286.1512953548587,3.6667265331484966,12.133594719550137,9.199455853470942,0.7581805776525903,318.8819707364355,346.6256103515625,308.71029296875,224.9086308288574,1587479709.035797,81.33874239350912,95.53752535496957,96.34888438133873,91.5212981744422,0.9801192842942346,5.315225812843608,0.5353275855201401,True,True,True,True,True,True,True,True,,2024-08-01,348.223411028987,315.1510667537815,33.07234427520552
LALPATHLAB-2024-08-05,LALPATHLAB,2024-07-22,2024-08-05,10,1514.8746545517952,1544.2899150476596,37.41708456887419,39.564295642316274,1453.1765992027583,2.4350725582905226,42.431135667191214,32.35654857548707,0.7625661690810208,1500.877967801595,1549.265869140625,1396.8341625976564,1243.4406405639647,933495537.9099121,87.82961460446246,96.14604462474645,75.65922920892496,87.5050709939148,0.9801192842942346,1.7199694881623306,0.12576880270916033,True,True,True,True,True,True,True,True,,2024-08-06,1568.8020299060997,1490.986893891016,77.81513601508368
MINDACORP-2024-08-22,MINDACORP,2024-08-02,2024-08-22,13,523.2029458166752,533.377592336571,15.473540547350686,15.85960328027526,497.7728841133875,2.301005908391119,20.235771530135548,11.125301703730315,0.5497839154371889,507.2560531557242,535.4176025390625,488.8011016845703,417.2951077270508,158305156.07240295,88.23529411764706,80.52738336713996,69.77687626774848,79.61460446247465,0.9801192842942346,1.623774143717721,0.1286293336876039,True,True,True,True,True,True,True,True,,2024-08-23,536.0644316746123,503.2911523356554,32.773279338956854
TORNTPHARM-2024-08-28,TORNTPHARM,2024-08-08,2024-08-28,13,3311.062216493129,3329.8123812099316,98.11380055867883,75.75482352770692,3201.163048423391,1.3112256589183837,78.39699383324333,50.82158916084673,0.6482594124584459,3250.3451672791725,3356.80859375,3032.7563525390624,2569.830142211914,810148933.4042969,79.5131845841785,82.55578093306288,69.5740365111562,77.74847870182558,0.9801192842942346,2.3601249330786205,0.35636295199334345,True,True,True,True,True,True,True,True,,2024-08-29,3365.2020224458247,3231.406461397246,133.79556104857875
LALPATHLAB-2024-08-30,LALPATHLAB,2024-08-07,2024-08-30,16,1647.2424874160893,1668.3314883545554,44.438271692399894,38.650336405885696,1521.492980947787,3.3043253442253406,51.84888815562708,25.283916157098112,0.487646255426098,1610.9909539416146,1678.4246826171875,1500.6506005859376,1280.4670584106445,728274801.2133789,88.43813387423936,81.7444219066937,79.3103448275862,83.02231237322515,0.9820717131474104,1.1774026760579177,0.2611411749858689,True,True,True,True,True,True,True,True,,2024-09-02,1679.7013326544866,1601.3283698401433,78.37296281434328
ICICIPRULI-2024-09-03,ICICIPRULI,2024-07-31,2024-09-03,23,736.066669400139,755.3739370287637,21.841392030121217,18.139633193297158,694.0184532474682,2.8091379751199423,21.347551929899602,16.640129535422737,0.7794865467508899,717.5555417032955,760.051513671875,685.6815063476563,585.5911364746094,1035145055.5132446,65.72008113590265,90.26369168356997,85.80121703853956,81.56186612576066,0.9820717131474104,1.224671331555724,0.25786500715128463,True,True,True,True,True,True,True,True,,2024-09-04,756.8668036093527,713.0206334049712,43.84617020438145
SHYAMMETL-2024-09-12,SHYAMMETL,2024-08-22,2024-09-12,15,831.9908323343491,832.2100754507996,32.86407579986008,28.46171131222596,755.2448765949418,2.34192494335062,31.27970704090535,23.607950320960935,0.7547369382356477,783.5211738910317,834.7310791015625,733.4781323242188,637.4713125610351,880633032.4492798,84.17849898580123,88.43813387423936,70.99391480730223,81.92697768762677,0.9820717131474104,1.1304690226279979,0.08857526601641597,True,True,True,True,True,True,True,True,,2024-09-13,842.2939836164885,776.4057460629753,65.88823755351325
TRENT-2024-09-17,TRENT,2024-08-28,2024-09-17,14,7309.971024461528,7369.7988527787875,218.4583527103379,171.9955096311005,6935.790394169512,1.9866874084908228,180.4291482579647,127.25838773837731,0.7053094744782166,7080.942076052558,7388.2607421875,6267.468623046875,4512.708305664062,4373324343.186523,83.36713995943205,94.32048681541582,95.94320486815415,91.5212981744422,0.9840319361277445,1.2054016056709502,0.1073393686167154,True,True,True,True,True,True,True,True,,2024-09-18,7419.745612191269,7037.9431986447835,381.8024135464857
KAYNES-2024-12-02,KAYNES,2024-11-06,2024-12-02,16,5936.9501953125,6145.0,273.7866841462562,248.30700230054998,5351.35009765625,2.898789270261895,284.8099609375,184.37998046875,0.6473789746040911,5828.0,6319.0498046875,5564.938994140625,4063.6280029296877,2098480274.8825684,98.582995951417,98.582995951417,98.98785425101214,98.70445344129554,0.988,2.3631403297915736,0.7009460187386527,True,True,True,True,True,True,True,True,,2024-12-03,6349.64990234375,5765.923249424863,583.7266529188873
BAJFINANCE-2025-02-27,BAJFINANCE,2025-02-05,2025-02-27,15,848.3876520485252,855.7071861888002,23.11569010593913,19.890388161756626,792.7055870529578,2.725490731494768,22.613599329513885,12.797892159614525,0.5659378665523405,818.6846075867305,859.9151000976562,759.3371923828125,707.0308319091797,9696558487.693176,96.9758064516129,99.79838709677419,98.99193548387096,98.70967741935485,0.992,1.5695863052050927,0.2115551428476729,True,True,True,True,True,True,True,True,,2025-02-28,855.9245297524822,813.7120105462914,42.21251920619079
JKCEMENT-2025-04-22,JKCEMENT,2025-03-28,2025-04-22,13,5081.310009377289,5092.242234948852,154.01195814522848,150.8645460522825,4632.266343133403,2.986624528088303,177.9875488180607,124.35668775647427,0.6986819504076208,4822.896133778291,5120.46923828125,4686.81810546875,4488.5287805175785,466401853.55688477,78.14432989690722,84.74226804123711,94.43298969072164,85.6701030927835,0.9680638722554891,1.6849769528101035,0.18710163567930874,True,True,True,True,True,True,True,True,,2025-04-23,5120.469062409923,4785.179997265221,335.28906514470236
SBILIFE-2025-05-23,SBILIFE,2025-04-30,2025-05-23,16,1770.039405143323,1795.3043814501787,47.68500188388112,38.04145199930229,1690.749657316363,2.192612351959623,40.563640937466836,23.86682214486409,0.588379681736591,1738.7828169895174,1796.2030029296875,1608.5069775390625,1597.1541333007813,1751739812.7198486,81.30081300813008,77.4390243902439,81.5040650406504,79.8170731707317,0.9781312127236581,1.0594273020011837,0.02362216561884464,True,True,True,True,True,True,True,True,,2025-05-26,1803.4929153346563,1729.272453989692,74.2204613449644
AUBANK-2025-06-02,AUBANK,2025-04-29,2025-06-02,23,711.4308718168335,713.4264780983284,25.059972072536596,17.598897994302963,654.0574283637379,2.36907884664618,23.4682460976627,15.026854831588413,0.640305831507579,688.7808322476856,717.0684814453125,629.5893927001953,616.092664642334,1440344926.91568,42.393509127789045,87.82961460446246,89.8580121703854,74.80730223123732,0.9801192842942346,3.083152869115985,0.2069449659952044,True,True,True,True,True,True,True,True,,2025-06-03,723.404479140818,684.3811077491098,39.023371391708224
